time,target,true_x,true_z,meas_x,meas_z,measurement_available,est_x,est_z
30.208,TARGET_2,0.521554,-0.248726,0.54144,-0.241152,True,0.5354745401602093,-0.24603618932388463
30.272,TARGET_2,0.520721,-0.246305,0.519622,-0.263562,True,0.5287694460455284,-0.25192559550974986
30.336,TARGET_2,0.519888,-0.243885,0.512307,-0.25714,True,0.5218342823024138,-0.25281348615034493
30.4,TARGET_2,0.519055,-0.241464,,,False,0.5210151828504308,-0.25092395968278347
30.464,TARGET_2,0.518223,-0.239043,,,False,0.5201960833984478,-0.249034433215222
30.528,TARGET_2,0.51739,-0.236622,0.505938,-0.22048,True,0.5118491657275974,-0.23220861605641077
30.592,TARGET_2,0.516557,-0.234202,0.502037,-0.245818,True,0.5067163090473327,-0.2369358222803909
30.656,TARGET_2,0.515725,-0.231781,,,False,0.5052813657215492,-0.2346437179023192
30.72,TARGET_2,0.514892,-0.22936,0.531886,-0.237403,True,0.5179569623510424,-0.2348936557654575
30.784,TARGET_2,0.514059,-0.226939,0.531172,-0.244132,True,0.523337285422183,-0.23770434599828283
30.848,TARGET_2,0.513226,-0.224518,0.521932,-0.233405,True,0.5225579165775371,-0.234827303529105
30.912,TARGET_2,0.512394,-0.222098,0.526959,-0.218506,True,0.5241056248265836,-0.2271136735665037
30.976,TARGET_2,0.511561,-0.219677,0.521918,-0.223523,True,0.5230785466103794,-0.22432469067061106
31.04,TARGET_2,0.510728,-0.217256,0.50151,-0.216826,True,0.5143448590297584,-0.2199704003963252
31.104,TARGET_2,0.509896,-0.214835,0.498195,-0.222273,True,0.5074818868528961,-0.21942957175431324
31.168,TARGET_2,0.509063,-0.212415,,,False,0.5063643460819406,-0.21712962596120597
31.232,TARGET_2,0.50823,-0.209994,,,False,0.5052468053109851,-0.2148296801680987
31.296,TARGET_2,0.507397,-0.207573,0.512594,-0.189237,True,0.5088566996635654,-0.19952107141933798
31.36,TARGET_2,0.506565,-0.205152,0.502742,-0.211902,True,0.5056063869575901,-0.20351286082822528
31.424,TARGET_2,0.505732,-0.202731,0.522509,-0.214416,True,0.512098211088598,-0.2065451320613101
31.488,TARGET_2,0.504899,-0.200311,0.516274,-0.204508,True,0.5134400337420354,-0.20434233182406789
31.552,TARGET_2,0.504067,-0.19789,0.514518,-0.2154,True,0.5135844772354841,-0.20736496670188867
31.616,TARGET_2,0.503234,-0.195469,,,False,0.5131439648839455,-0.2053527595050937
31.68,TARGET_2,0.502401,-0.193048,0.511865,-0.194896,True,0.5122956656391111,-0.19923348885750292
31.744,TARGET_2,0.501569,-0.190627,0.492072,-0.201305,True,0.5033328254034362,-0.19884881149688394
31.808,TARGET_2,0.500736,-0.188207,0.496828,-0.187701,True,0.5001211559964601,-0.19302609110139077
31.872,TARGET_2,0.499903,-0.185786,0.482835,-0.186919,True,0.4925577302605492,-0.18917553987434318
31.936,TARGET_2,0.49907,-0.183365,0.51649,-0.178035,True,0.5012182750939713,-0.18328489910359635
32.0,TARGET_2,0.498238,-0.180944,0.484942,-0.194607,True,0.49424911364214164,-0.18619226612973025
32.064,TARGET_2,0.497405,-0.178524,0.513524,-0.191894,True,0.5011561330556826,-0.18705513277518548
32.128,TARGET_2,0.496572,-0.176103,0.51572,-0.191816,True,0.5064705353599162,-0.187652007047682
32.192,TARGET_2,0.49574,-0.173682,0.481981,-0.164388,True,0.49653547405268106,-0.1772509552038559
32.256,TARGET_2,0.494907,-0.171261,0.493629,-0.164404,True,0.49481740948909614,-0.17068595606133116
32.32,TARGET_2,0.494074,-0.16884,0.508062,-0.182088,True,0.4994640914473831,-0.17357674849437707
32.384,TARGET_2,0.493241,-0.16642,0.501556,-0.14649,True,0.49988900024144367,-0.16142654030377343
32.448,TARGET_2,0.492409,-0.163999,,,False,0.4992837233518489,-0.1585069333207042
32.512,TARGET_2,0.491576,-0.161578,0.495084,-0.145294,True,0.4969330294335158,-0.15058901929349508
32.576,TARGET_2,0.490743,-0.159157,0.498345,-0.175754,True,0.4971399418137878,-0.1595860804619582
32.64,TARGET_2,0.489911,-0.156736,0.495774,-0.160976,True,0.4961961243879862,-0.1586640915690669
32.704,TARGET_2,0.489078,-0.154316,0.492749,-0.153253,True,0.4944141934044935,-0.15503715524114434
32.768,TARGET_2,0.488245,-0.151895,0.469456,-0.141485,True,0.4840502683625806,-0.14814255056098188
32.832,TARGET_2,0.487412,-0.149474,0.481737,-0.168718,True,0.482367417006111,-0.15464109846692034
32.896,TARGET_2,0.48658,-0.147053,0.489502,-0.152407,True,0.4844116343209218,-0.15241106143086733
32.96,TARGET_2,0.485747,-0.144633,,,False,0.4833068919995164,-0.15018353684336377
33.024,TARGET_2,0.484914,-0.142212,0.465105,-0.161796,True,0.47389994492597,-0.15467657177497565
33.088,TARGET_2,0.484082,-0.139791,0.500046,-0.13017,True,0.4842488907419499,-0.14308290712251534
33.152,TARGET_2,0.483249,-0.13737,,,False,0.48334326142696576,-0.14068898154861148
33.216,TARGET_2,0.482416,-0.134949,0.478044,-0.153124,True,0.48025816632614116,-0.14565096910524317
33.28,TARGET_2,0.481583,-0.132529,0.463587,-0.13465,True,0.4724509487053697,-0.13975410584756964
33.344,TARGET_2,0.480751,-0.130108,0.46454,-0.117658,True,0.46838161003715884,-0.12938819257562387
33.408,TARGET_2,0.479918,-0.127687,0.468516,-0.140201,True,0.46751081505628334,-0.13213649856609833
33.472,TARGET_2,0.479085,-0.125266,0.475271,-0.133955,True,0.46968982896210615,-0.13144099028065362
33.536,TARGET_2,0.478253,-0.122846,0.484666,-0.103084,True,0.4748411416806112,-0.11883402807207229
33.6,TARGET_2,0.47742,-0.120425,0.460939,-0.112089,True,0.4687693849669222,-0.11444639977582054
33.664,TARGET_2,0.476587,-0.118004,0.459577,-0.121388,True,0.46438961556027974,-0.11542351285325637
33.728,TARGET_2,0.475755,-0.115583,0.482994,-0.129381,True,0.47090244552171956,-0.11930901840555364
33.792,TARGET_2,0.474922,-0.113162,0.491305,-0.099743,True,0.47839570335843185,-0.11015345437955963
33.856,TARGET_2,0.474089,-0.110742,0.454414,-0.092728,True,0.4686136765833459,-0.10161312580148397
33.92,TARGET_2,0.473256,-0.108321,0.471696,-0.119164,True,0.4692246576960021,-0.10671505787054762
33.984,TARGET_2,0.472424,-0.1059,0.485487,-0.095969,True,0.4751060345777529,-0.10089706771640622
34.048,TARGET_2,0.471591,-0.103479,0.454672,-0.101886,True,0.46669771776768804,-0.09961290860859373
34.112,TARGET_2,0.470758,-0.101058,0.474591,-0.112203,True,0.46923082286861806,-0.10296995782443034
34.176,TARGET_2,0.469926,-0.098638,,,False,0.4684515088831534,-0.10062128046104865
34.24,TARGET_2,0.469093,-0.096217,0.463975,-0.101153,True,0.4658769594026358,-0.09967122851558623
34.304,TARGET_2,0.46826,-0.093796,,,False,0.46499829129449755,-0.09739995559397796
34.368,TARGET_2,0.467427,-0.091375,0.480546,-0.091497,True,0.4725453247638808,-0.0932658571224144
34.432,TARGET_2,0.466595,-0.088955,0.463386,-0.092332,True,0.4682857093437072,-0.09152532669744289
34.496,TARGET_2,0.465762,-0.086534,0.46164,-0.07822,True,0.46517482449959885,-0.08466392139826276
34.56,TARGET_2,0.464929,-0.084113,0.447284,-0.084674,True,0.4575235309309215,-0.08312108462531179
34.624,TARGET_2,0.464097,-0.081692,0.465814,-0.094955,True,0.46013240345977297,-0.08630888813481005
34.688,TARGET_2,0.463264,-0.079271,0.454357,-0.069418,True,0.45727613118720123,-0.07827773339134383
34.752,TARGET_2,0.462431,-0.076851,0.448615,-0.061322,True,0.45321516952537133,-0.07003235029263916
34.816,TARGET_2,0.461598,-0.07443,0.44488,-0.057876,True,0.4491824339236617,-0.06349550295346247
34.88,TARGET_2,0.460766,-0.072009,0.443376,-0.085282,True,0.44605502326977,-0.07026523568418083
34.944,TARGET_2,0.459933,-0.069588,,,False,0.444583195663717,-0.06775490701521032
35.008,TARGET_2,0.4591,-0.067167,0.466986,-0.060466,True,0.4547037815040041,-0.06292432243573468
35.072,TARGET_2,0.458268,-0.064747,0.46591,-0.051673,True,0.45904812501444053,-0.05658293713709114
35.136,TARGET_2,0.457435,-0.062326,0.470673,-0.078539,True,0.4634812466688308,-0.06388287976874613
35.2,TARGET_2,0.456602,-0.059905,0.45532,-0.049665,True,0.460049312191183,-0.05681739980893454
35.264,TARGET_2,0.455769,-0.057484,0.455791,-0.056521,True,0.45808841081706775,-0.055165195095012526
35.328,TARGET_2,0.454937,-0.055064,0.457557,-0.051364,True,0.45755834585447713,-0.052151151023810585
35.392,TARGET_2,0.454104,-0.052643,0.434594,-0.05915,True,0.4481465538046304,-0.05339618449346846
35.456,TARGET_2,0.453271,-0.050222,0.445932,-0.042175,True,0.4466489623547359,-0.047556885092850214
35.52,TARGET_2,0.452439,-0.047801,,,False,0.4455945641647158,-0.04504442033398762
35.584,TARGET_2,0.451606,-0.04538,0.445207,-0.036859,True,0.4448639548555688,-0.039777387170979756
35.648,TARGET_2,0.450773,-0.04296,0.436484,-0.054897,True,0.4406704469742219,-0.04475822761235338
35.712,TARGET_2,0.449941,-0.040539,0.444879,-0.059364,True,0.4416761125969779,-0.04940696289593926
35.776,TARGET_2,0.449108,-0.038118,0.455628,-0.027128,True,0.4466166788988796,-0.039362353161578226
35.84,TARGET_2,0.448275,-0.035697,0.437451,-0.01768,True,0.44251921201779587,-0.0293457339912509
35.904,TARGET_2,0.447442,-0.033276,0.457139,-0.051921,True,0.4477474178453743,-0.0366361919271275
35.968,TARGET_2,0.44661,-0.030856,0.461729,-0.033679,True,0.4529245692015586,-0.03414603097323455
36.032,TARGET_2,0.445777,-0.028435,0.454506,-0.012714,True,0.45338769262046646,-0.024334120272132442
36.096,TARGET_2,0.444944,-0.026014,0.451084,-0.027957,True,0.4523382417344703,-0.024179028426640232
36.16,TARGET_2,0.444112,-0.023593,0.46181,-0.029723,True,0.45592034101063106,-0.02486807864147941
36.224,TARGET_2,0.443279,-0.021173,,,False,0.45586291146329916,-0.022557018620391438
36.288,TARGET_2,0.442446,-0.018752,0.449506,-0.007276,True,0.45274673309932434,-0.0139483223735416
36.352,TARGET_2,0.441613,-0.016331,,,False,0.4525200366096146,-0.011288759846349613
36.416,TARGET_2,0.440781,-0.01391,0.4252,0.003838,True,0.4383962642947705,-0.0022343569006461955
36.48,TARGET_2,0.439948,-0.011489,0.435919,-0.009034,True,0.4367567475225228,-0.003535486466283459
36.544,TARGET_2,0.439115,-0.009069,0.439435,-0.010979,True,0.43726270366224546,-0.004976474510009928
36.608,TARGET_2,0.438283,-0.006648,0.440698,-0.006439,True,0.43808484649462226,-0.004045371611515943
36.672,TARGET_2,0.43745,-0.004227,,,False,0.437247297649137,-0.0015940039799759564
36.736,TARGET_2,0.436617,-0.001806,0.455909,-0.005522,True,0.44591118785518014,-0.0022511216083326495
36.8,TARGET_2,0.435784,0.000614,0.430049,-0.004845,True,0.4389043502604193,-0.0020686957385198652
36.864,TARGET_2,0.434952,0.003035,,,False,0.4382208413483613,9.620217951842452e-05
36.928,TARGET_2,0.434119,0.005456,0.444218,0.001804,True,0.44085179481330405,0.002034320204465199
36.992,TARGET_2,0.433286,0.007877,0.429099,0.019971,True,0.43547251941539517,0.011029055018202796
37.056,TARGET_2,0.432454,0.010298,0.419061,0.014241,True,0.4282856565383024,0.013837377294795674
37.12,TARGET_2,0.431621,0.012718,0.422459,0.012469,True,0.42527470370152376,0.014810945194448559
37.184,TARGET_2,0.430788,0.015139,0.441517,0.013696,True,0.43099503292939506,0.01584647667953503
37.248,TARGET_2,0.429956,0.01756,0.438572,0.034447,True,0.4334912219106869,0.02465443188476803
37.312,TARGET_2,0.429123,0.019981,0.421136,0.038535,True,0.4282045443697543,0.03180339903141809
37.376,TARGET_2,0.42829,0.022402,0.432035,0.031646,True,0.42916830183571203,0.03354451355619238
37.44,TARGET_2,0.427457,0.024822,0.410879,0.021915,True,0.42144251042680553,0.030703858288587692
37.504,TARGET_2,0.426625,0.027243,0.433114,0.007799,True,0.4253373760036225,0.023205977364666452
37.568,TARGET_2,0.425792,0.029664,0.412889,0.014436,True,0.4198610254833859,0.02095826153637848
37.632,TARGET_2,0.424959,0.032085,,,False,0.418693193819076,0.02274112288824238
37.696,TARGET_2,0.424127,0.034505,0.429276,0.031805,True,0.4232312746853368,0.02805952329822735
37.76,TARGET_2,0.423294,0.036926,0.412211,0.037812,True,0.41800767163793945,0.03338034248941598
37.824,TARGET_2,0.422461,0.039347,0.437893,0.047483,True,0.4254949634526175,0.04042721806358895
37.888,TARGET_2,0.421628,0.041768,0.42864,0.030512,True,0.42638577130580374,0.03791133497142498
37.952,TARGET_2,0.420796,0.044189,0.413126,0.050349,True,0.42079200415942325,0.04415719687464223
38.016,TARGET_2,0.419963,0.046609,,,False,0.419975666876679,0.04654434639711039
38.08,TARGET_2,0.41913,0.04903,0.43167,0.047352,True,0.425240207719679,0.048163773497412334
38.144,TARGET_2,0.418298,0.051451,0.412301,0.052805,True,0.41940177667186285,0.05149613141226271
38.208,TARGET_2,0.417465,0.053872,0.423308,0.051171,True,0.42054080509051667,0.05278100626828855
38.272,TARGET_2,0.416632,0.056293,0.40555,0.048414,True,0.41413037945488324,0.052431062528844455
38.336,TARGET_2,0.415799,0.058713,0.406697,0.052865,True,0.41057836448022317,0.05392145198185486
38.4,TARGET_2,0.414967,0.061134,0.422629,0.056053,True,0.41467094826353684,0.05606337898841046
38.464,TARGET_2,0.414134,0.063555,,,False,0.4138306675468247,0.05821173949718139
38.528,TARGET_2,0.413301,0.065976,0.417282,0.069024,True,0.41507483856904626,0.06456818696384894
38.592,TARGET_2,0.412469,0.068396,0.397404,0.076984,True,0.4070640477465798,0.07126356145515933
38.656,TARGET_2,0.411636,0.070817,0.413449,0.075034,True,0.4090092339689486,0.07435368122644703
38.72,TARGET_2,0.410803,0.073238,0.398428,0.077354,True,0.4041944615382165,0.07714134531934054
38.784,TARGET_2,0.40997,0.075659,0.418555,0.076341,True,0.4091985522531505,0.0784214061770195
38.848,TARGET_2,0.409138,0.07808,0.405176,0.071806,True,0.40710511412834754,0.07735439071806609
38.912,TARGET_2,0.408305,0.0805,0.421788,0.094917,True,0.41237612106005883,0.08574081012731885
38.976,TARGET_2,0.407472,0.082921,0.392382,0.088164,True,0.4041302004419044,0.0883372738361158
39.04,TARGET_2,0.40664,0.085342,0.397375,0.0826,True,0.40086265611274213,0.08770074791342085
39.104,TARGET_2,0.405807,0.087763,0.423347,0.093574,True,0.4090874984683604,0.09154503860060349
39.168,TARGET_2,0.404974,0.090183,0.392875,0.096255,True,0.4023176122497011,0.09497418195671735
39.232,TARGET_2,0.404142,0.092604,0.400701,0.102157,True,0.401113024048886,0.09941034110459639
39.296,TARGET_2,0.403309,0.095025,0.422451,0.097929,True,0.4089823265274655,0.10047927123964867
39.36,TARGET_2,0.402476,0.097446,0.422206,0.10767,True,0.41394067770865556,0.10492293882733561
39.424,TARGET_2,0.401643,0.099867,0.405148,0.100002,True,0.4103712293624893,0.10463521318968436
39.488,TARGET_2,0.400811,0.102287,0.381521,0.121159,True,0.3987488310330294,0.11272993513202334
39.552,TARGET_2,0.399978,0.104708,0.388187,0.095348,True,0.3939795824731693,0.10759598094281936
39.616,TARGET_2,0.399145,0.107129,0.413996,0.113617,True,0.40118099134373586,0.11144979644040598
39.68,TARGET_2,0.398313,0.10955,,,False,0.40046332021548503,0.11396438082059823
39.744,TARGET_2,0.39748,0.111971,0.38744,0.103638,True,0.3937705961632785,0.11024398757990322
39.808,TARGET_2,0.396647,0.114391,0.399703,0.095766,True,0.3957233502675594,0.10525670060589322
39.872,TARGET_2,0.395814,0.116812,0.397912,0.110078,True,0.396097006273479,0.10827710408059008
39.936,TARGET_2,0.394982,0.119233,0.402993,0.11046,True,0.3983741514433644,0.11025647806555011
40.0,TARGET_2,0.394149,0.121654,0.390502,0.129704,True,0.3948581910305527,0.11910402815566642
40.064,TARGET_2,0.393316,0.124074,0.397813,0.132984,True,0.39554568768261783,0.12595901792803252
40.128,TARGET_2,0.392484,0.126495,0.385105,0.139858,True,0.3909784680711503,0.1329722999668528
40.192,TARGET_2,0.391651,0.128916,,,False,0.3900445048773424,0.1357261711205789
40.256,TARGET_2,0.390818,0.131337,,,False,0.3891105416835345,0.13848004227430497
40.32,TARGET_2,0.389985,0.133758,0.384037,0.138692,True,0.3858650272583396,0.1398145024592026
40.384,TARGET_2,0.389153,0.136178,0.383675,0.1349,True,0.3842917713492241,0.13903985921871265
40.448,TARGET_2,0.38832,0.138599,0.376855,0.131693,True,0.3805497789654296,0.13741675940223055
40.512,TARGET_2,0.387487,0.14102,0.383516,0.151231,True,0.38101472705437794,0.1443502482804232
40.576,TARGET_2,0.386655,0.143441,0.405599,0.147471,True,0.3901353973434652,0.14711158085719922
40.64,TARGET_2,0.385822,0.145862,0.383678,0.16129,True,0.38723068659292975,0.15426714083536985
40.704,TARGET_2,0.384989,0.148282,0.383662,0.14537,True,0.3853955474953083,0.15243129704522623
40.768,TARGET_2,0.384156,0.150703,0.379825,0.160113,True,0.3827303621818224,0.15700307197310345
40.832,TARGET_2,0.383324,0.153124,,,False,0.38186134256593823,0.15965221361316853
40.896,TARGET_2,0.382491,0.155545,0.382119,0.144252,True,0.3815393828751371,0.15353746063666612
40.96,TARGET_2,0.381658,0.157965,0.37952,0.175349,True,0.3801930689116219,0.16414822746481103
41.024,TARGET_2,0.380826,0.160386,0.396,0.169422,True,0.3861460209605275,0.16786026493881048
41.088,TARGET_2,0.379993,0.162807,0.362138,0.177021,True,0.37623000309242394,0.17314472324251773
41.152,TARGET_2,0.37916,0.165228,0.367963,0.153156,True,0.3723320156557042,0.16690467884383592
41.216,TARGET_2,0.378328,0.167649,0.395287,0.185312,True,0.3807218145123543,0.17560641389229378
41.28,TARGET_2,0.377495,0.170069,,,False,0.3800829404895275,0.17829184642648552
41.344,TARGET_2,0.376662,0.17249,,,False,0.3794440664667007,0.18097727896067725
41.408,TARGET_2,0.375829,0.174911,0.387123,0.166507,True,0.3834508246210301,0.1740809647659641
41.472,TARGET_2,0.377283,0.177018,0.357303,0.179017,True,0.3713496289294003,0.17750717321209825
41.536,TARGET_2,0.378736,0.179126,0.379218,0.193581,True,0.37404503252504473,0.18552914793660183
41.6,TARGET_2,0.380189,0.181233,,,False,0.3732261625624036,0.18808106878223937
41.664,TARGET_2,0.381642,0.183341,,,False,0.37240729259976246,0.19063298962787692
41.728,TARGET_2,0.383096,0.185448,0.392411,0.205304,True,0.383321646162467,0.20001384350422705
41.792,TARGET_2,0.384549,0.187556,0.392818,0.194351,True,0.3875499374146086,0.19901732156249693
41.856,TARGET_2,0.386002,0.189664,0.381479,0.197931,True,0.38503618862942396,0.2001364557292695
41.92,TARGET_2,0.387456,0.191771,0.402101,0.173777,True,0.3918811894020709,0.19103916050116918
41.984,TARGET_2,0.388909,0.193879,0.39921,0.204967,True,0.3949787092041765,0.19778140287441254
42.048,TARGET_2,0.390362,0.195986,,,False,0.39542479371420314,0.20002096586852908
42.112,TARGET_2,0.391815,0.198094,0.405261,0.181966,True,0.40043742510063135,0.1923910170928523
42.176,TARGET_2,0.393269,0.200201,,,False,0.4011351557678475,0.1940867063947837
42.24,TARGET_2,0.394722,0.202309,0.411371,0.213252,True,0.4067265471853526,0.20474541719148331
42.304,TARGET_2,0.396175,0.204416,0.413645,0.186317,True,0.410306655774463,0.19787226634564267
42.368,TARGET_2,0.397628,0.206524,0.414629,0.192079,True,0.4127395644318148,0.19647506480588497
42.432,TARGET_2,0.399082,0.208631,0.38514,0.209436,True,0.4023475607052613,0.20259461399905832
42.496,TARGET_2,0.400535,0.210739,0.415766,0.205792,True,0.4080124515543442,0.20493532504777853
42.56,TARGET_2,0.401988,0.212846,0.414575,0.228903,True,0.4111117435959812,0.21552898530950979
42.624,TARGET_2,0.403442,0.214954,0.402428,0.225976,True,0.4082477273440603,0.2210538248805043
42.688,TARGET_2,0.404895,0.217061,0.412097,0.211297,True,0.41021645472037094,0.21869025140858947
42.752,TARGET_2,0.406348,0.219169,0.417467,0.223618,True,0.41357284902777613,0.22197391810859216
42.816,TARGET_2,0.407801,0.221276,0.419074,0.214552,True,0.41632362266904327,0.22040716865411378
42.88,TARGET_2,0.409255,0.223384,0.392211,0.229255,True,0.40741689522171975,0.22514825177645276
42.944,TARGET_2,0.410708,0.225491,0.423871,0.220603,True,0.41422451239554275,0.22468089807585867
43.008,TARGET_2,0.412161,0.227599,0.424755,0.218142,True,0.4189029458730892,0.2233337547089368
43.072,TARGET_2,0.413614,0.229706,0.422628,0.233059,True,0.42101868456650515,0.2283070337445287
43.136,TARGET_2,0.415068,0.231814,,,False,0.4221398633465457,0.23034358884829248
43.2,TARGET_2,0.416521,0.233921,0.405047,0.239844,True,0.4144164278188826,0.23600454141053825
43.264,TARGET_2,0.417974,0.236029,0.434108,0.216178,True,0.4232424865993285,0.2287558094079143
43.328,TARGET_2,0.419427,0.238136,0.425172,0.24086,True,0.4246726866584184,0.23471890962200873
43.392,TARGET_2,0.420881,0.240244,0.415449,0.255797,True,0.4216367175280114,0.24433556800027387
43.456,TARGET_2,0.422334,0.242351,0.437167,0.26065,True,0.42833796022379533,0.2522540256561792
43.52,TARGET_2,0.423787,0.244459,0.415211,0.24492,True,0.42385832823838937,0.250968276399471
43.584,TARGET_2,0.425241,0.246566,,,False,0.4247389701172292,0.2534317103602901
43.648,TARGET_2,0.426694,0.248674,0.434521,0.234706,True,0.42994306542712396,0.24560345962252506
43.712,TARGET_2,0.428147,0.250781,0.443722,0.268795,True,0.4365054502676443,0.2566545304359725
43.776,TARGET_2,0.4296,0.252889,0.415951,0.256958,True,0.4289377662673739,0.2581972461002666
43.84,TARGET_2,0.431054,0.254996,0.439253,0.253301,True,0.43362466703421765,0.25764439078120754
43.904,TARGET_2,0.432507,0.257104,0.436812,0.26429,True,0.43557359576107374,0.26160656347265315
43.968,TARGET_2,0.43396,0.259211,0.415157,0.249191,True,0.42819142097869983,0.25806751816403944
44.032,TARGET_2,0.435413,0.261319,0.427418,0.255273,True,0.42830645845051885,0.2581470239761644
44.096,TARGET_2,0.436867,0.263426,0.417928,0.269017,True,0.42460074086580624,0.2635711842963668
44.16,TARGET_2,0.43832,0.265534,0.454388,0.264599,True,0.4366408896728427,0.2652214409564863
44.224,TARGET_2,0.439773,0.267641,0.433872,0.270895,True,0.43619337978364914,0.2686961434893273
44.288,TARGET_2,0.441227,0.269749,0.448907,0.258234,True,0.4418205075136146,0.2658350183976
44.352,TARGET_2,0.44268,0.271856,0.459879,0.266179,True,0.44972033931340794,0.2670805858204564
44.416,TARGET_2,0.444133,0.273964,0.46002,0.293575,True,0.4547762100905879,0.27865368617778874
44.48,TARGET_2,0.445586,0.276071,0.459218,0.292102,True,0.4576308864885131,0.28539668691646425
44.544,TARGET_2,0.44704,0.278179,0.43291,0.264603,True,0.4489813582444024,0.27873955336281747
44.608,TARGET_2,0.448493,0.280287,,,False,0.4502632443328848,0.2808182071985068
44.672,TARGET_2,0.449946,0.282394,0.432179,0.272046,True,0.44214173655216465,0.2776281306319703
44.736,TARGET_2,0.451399,0.284502,,,False,0.4429032751251125,0.27941523326678963
44.8,TARGET_2,0.452853,0.286609,0.47013,0.298531,True,0.4572395996163374,0.2900907262080906
44.864,TARGET_2,0.454306,0.288717,0.436866,0.280052,True,0.44912985186718646,0.28695348721876546
44.928,TARGET_2,0.455759,0.290824,0.460045,0.308738,True,0.4542049748125366,0.2970989533246429
44.992,TARGET_2,0.457213,0.292932,,,False,0.45540633817364745,0.2995240985136073
45.056,TARGET_2,0.458666,0.295039,0.454468,0.29456,True,0.45555837505292013,0.29832550040384076
45.12,TARGET_2,0.460119,0.297147,0.45467,0.280964,True,0.45582543069255416,0.2921006090250741
45.184,TARGET_2,0.461572,0.299254,0.448493,0.305261,True,0.45346988708957003,0.29853074041945643
45.248,TARGET_2,0.463026,0.301362,,,False,0.4543749412801892,0.30055155547940016
45.312,TARGET_2,0.464479,0.303469,0.468032,0.302624,True,0.46152327542416643,0.30259764791247995
45.376,TARGET_2,0.465932,0.305577,0.471281,0.321728,True,0.4664406358790938,0.3119972026220018
45.44,TARGET_2,0.467385,0.307684,0.463106,0.321118,True,0.4659313160544768,0.3171653570938717
45.504,TARGET_2,0.468839,0.309792,0.467308,0.295743,True,0.4672866600621517,0.3101210278505762
45.568,TARGET_2,0.470292,0.311899,0.486128,0.293044,True,0.4755872862294359,0.30456133818402575
45.632,TARGET_2,0.471745,0.314007,0.491712,0.303544,True,0.48302371691591944,0.30513519946332945
45.696,TARGET_2,0.473198,0.316114,0.475172,0.298703,True,0.481153812492799,0.30353102919388847
45.76,TARGET_2,0.474652,0.318222,0.479447,0.317295,True,0.4815843802429556,0.3098136753037989
45.824,TARGET_2,0.476105,0.320329,0.482268,0.321538,True,0.4829134895524394,0.3154550821976901
45.888,TARGET_2,0.477558,0.322437,0.495435,0.32426,True,0.48891256949025946,0.3200765715375975
45.952,TARGET_2,0.479012,0.324544,0.466675,0.308302,True,0.481302483078322,0.3166477713245182
46.016,TARGET_2,0.480465,0.326652,0.470343,0.319466,True,0.47782943931382155,0.31880758478089066
46.08,TARGET_2,0.481918,0.328759,0.493169,0.334208,True,0.48459643455267953,0.3259609498127812
46.144,TARGET_2,0.483371,0.330867,,,False,0.4860657628075336,0.32801780951488047
46.208,TARGET_2,0.484825,0.332974,0.495313,0.313088,True,0.49131188187613756,0.32182629593702833
46.272,TARGET_2,0.486278,0.335082,0.47802,0.344439,True,0.48655418985456445,0.3324603216878843
46.336,TARGET_2,0.487731,0.337189,0.483749,0.33255,True,0.4861884190280432,0.3337378898481736
46.4,TARGET_2,0.489184,0.339297,0.472892,0.326956,True,0.4815949181724218,0.33225013237091205
46.464,TARGET_2,0.490638,0.341404,0.479475,0.334128,True,0.4812967117260769,0.3341152241791951
46.528,TARGET_2,0.492091,0.343512,0.497456,0.323531,True,0.48820725855627073,0.331040799989378
46.592,TARGET_2,0.493544,0.345619,0.492128,0.338449,True,0.4904708819986368,0.3349286871232268
46.656,TARGET_2,0.494998,0.347727,,,False,0.4917094030012772,0.3366388890737576
46.72,TARGET_2,0.496451,0.349834,0.503262,0.335378,True,0.49795629313437534,0.33690637132981666
46.784,TARGET_2,0.497904,0.351942,0.505579,0.362205,True,0.5020973298009519,0.3487119672092192
46.848,TARGET_2,0.499357,0.354049,0.49463,0.359183,True,0.500024542017242,0.3542905009116154
46.912,TARGET_2,0.500811,0.356157,0.51847,0.355375,True,0.5082889122744941,0.3561515156195552
46.976,TARGET_2,0.502264,0.358264,0.521473,0.348686,True,0.5146353592418965,0.3545995774786284
47.04,TARGET_2,0.503717,0.360372,0.486273,0.345058,True,0.5046518822909107,0.3521051427542911
47.104,TARGET_2,0.50517,0.362479,0.510786,0.352419,True,0.5079315400371972,0.3533613382592064
47.168,TARGET_2,0.506624,0.364587,,,False,0.509445424648097,0.35520046559859725
47.232,TARGET_2,0.508077,0.366695,0.504613,0.358787,True,0.5078776249697501,0.3578881108198242
47.296,TARGET_2,0.50953,0.368802,0.495375,0.380835,True,0.5032685087796688,0.36882843515253594
47.36,TARGET_2,0.510984,0.37091,0.508323,0.351215,True,0.5059354153366847,0.36303475800424273
47.424,TARGET_2,0.512437,0.373017,0.49823,0.381321,True,0.5035096428265636,0.3715223733362113
47.488,TARGET_2,0.51389,0.375125,0.50389,0.388312,True,0.5042086673091812,0.379582479948909
47.552,TARGET_2,0.515343,0.377232,0.525675,0.367417,True,0.5132593427022782,0.376341849035281
47.616,TARGET_2,0.516797,0.37934,0.508176,0.389019,True,0.5120651006968984,0.3827452333464612
47.68,TARGET_2,0.51825,0.381447,0.514182,0.381733,True,0.5136349581125713,0.3838687941674757
