time,target,true_x,true_z,meas_x,meas_z,measurement_available,est_x,est_z
29.888,TARGET_1,0.227453,0.221552,0.242212,0.219485,True,0.23922709276034168,0.21550591754224022
29.952,TARGET_1,0.225027,0.222368,0.227145,0.216376,True,0.23391403829045596,0.2163811943859691
30.016,TARGET_1,0.2226,0.223185,0.226572,0.209677,True,0.23033029035693628,0.2142584560346465
30.08,TARGET_1,0.220174,0.224001,0.219017,0.240321,True,0.22509187078776932,0.22500114768495857
30.144,TARGET_1,0.217748,0.224818,,,False,0.22360792976275418,0.22627564505989603
30.208,TARGET_1,0.215321,0.225634,0.201417,0.210852,True,0.21206818484345874,0.21944112920021386
30.272,TARGET_1,0.212895,0.226451,,,False,0.21002690943440294,0.22026619140877293
30.336,TARGET_1,0.210469,0.227267,0.211636,0.244378,True,0.20985836723080237,0.2330379634816722
30.4,TARGET_1,0.208042,0.228084,0.222047,0.236611,True,0.21412712088017793,0.2354356174683822
30.464,TARGET_1,0.205616,0.2289,0.185874,0.245575,True,0.2015328456155659,0.24051503892845064
30.528,TARGET_1,0.20319,0.229717,,,False,0.19932716015002408,0.24223751689075976
30.592,TARGET_1,0.200764,0.230533,0.216279,0.216288,True,0.2065181177197557,0.2303870592350436
30.656,TARGET_1,0.198337,0.23135,0.191524,0.250352,True,0.1990866969151686,0.23955869226222096
30.72,TARGET_1,0.195911,0.232166,0.212965,0.229449,True,0.20358602506472986,0.23626188292118436
30.784,TARGET_1,0.193485,0.232983,0.192391,0.213156,True,0.19811067781154998,0.22769540280205017
30.848,TARGET_1,0.191058,0.233799,0.211057,0.22797,True,0.20213928738768672,0.22818130779344253
30.912,TARGET_1,0.188632,0.234616,0.182981,0.222391,True,0.19362121507331645,0.22625876503015202
30.976,TARGET_1,0.186206,0.235432,0.202713,0.248653,True,0.19606003032626282,0.23541259239827023
31.04,TARGET_1,0.183779,0.236249,0.173791,0.242331,True,0.18623311234106166,0.23873248596402172
31.104,TARGET_1,0.181353,0.237065,0.174159,0.231101,True,0.1801646658477863,0.23637434022584866
31.168,TARGET_1,0.178927,0.237882,,,False,0.1778079650575804,0.23727533317773974
31.232,TARGET_1,0.1765,0.238698,0.187722,0.251621,True,0.18140990092728956,0.2447050240292671
31.296,TARGET_1,0.174074,0.239515,0.179905,0.250978,True,0.1796075225020735,0.24812174547676905
31.36,TARGET_1,0.171648,0.240331,0.188856,0.222129,True,0.18220010345891682,0.23830625901512842
31.424,TARGET_1,0.169222,0.241148,0.176625,0.231993,True,0.17891166431155983,0.23623082440695406
31.488,TARGET_1,0.166795,0.241964,0.178176,0.25406,True,0.17750848712935183,0.24368303680218084
31.552,TARGET_1,0.164369,0.24278,0.160464,0.256147,True,0.16965398199153586,0.24921838264448049
31.616,TARGET_1,0.161943,0.243597,0.148489,0.247267,True,0.1599706913391225,0.2491950007090191
31.68,TARGET_1,0.159516,0.244413,0.174528,0.254909,True,0.16417286581321186,0.2521629683009047
31.744,TARGET_1,0.15709,0.24523,0.146832,0.263938,True,0.15598197843892145,0.25759022767692424
31.808,TARGET_1,0.154664,0.246046,0.154032,0.248407,True,0.1536778288236419,0.25486543507545906
31.872,TARGET_1,0.152237,0.246863,,,False,0.15115481208028955,0.256131760981563
31.936,TARGET_1,0.149811,0.247679,0.155841,0.256832,True,0.1521323476958508,0.25712321373832697
32.0,TARGET_1,0.147385,0.248496,0.134029,0.246492,True,0.14302152287750194,0.2532659031349559
32.064,TARGET_1,0.144959,0.249312,0.152996,0.236842,True,0.14550313220592617,0.24712073800124518
32.128,TARGET_1,0.142532,0.250129,0.15635,0.263548,True,0.14840322474181009,0.25404932101152644
32.192,TARGET_1,0.140106,0.250945,0.154244,0.242976,True,0.14944864424421728,0.250205316839071
32.256,TARGET_1,0.13768,0.251762,0.152687,0.249223,True,0.14955946758866046,0.2502150513138554
32.32,TARGET_1,0.135253,0.252578,0.128573,0.25405,True,0.14014638466678073,0.25211073192109196
32.384,TARGET_1,0.132827,0.253395,0.146659,0.240943,True,0.1413619756960912,0.24811164113865383
32.448,TARGET_1,0.130401,0.254211,0.134741,0.264573,True,0.13749794540918614,0.2548865975639131
32.512,TARGET_1,0.127974,0.255028,0.133295,0.246897,True,0.1345294192547559,0.25220189124122033
32.576,TARGET_1,0.125548,0.255844,0.135809,0.241146,True,0.13370279723863226,0.2481858281802624
32.64,TARGET_1,0.123122,0.256661,0.136071,0.274953,True,0.1333538211460924,0.2589792964370342
32.704,TARGET_1,0.120695,0.257477,0.138668,0.263872,True,0.13423103789181326,0.2614728124661229
32.768,TARGET_1,0.118269,0.258294,0.108929,0.266549,True,0.1230923940245477,0.2640923411429771
32.832,TARGET_1,0.115843,0.25911,0.098575,0.25276,True,0.11194895434295607,0.26027381260673155
32.896,TARGET_1,0.113417,0.259927,0.123323,0.255616,True,0.1147098007635818,0.2589290993124575
32.96,TARGET_1,0.11099,0.260743,,,False,0.11214809767665515,0.259631724600511
33.024,TARGET_1,0.108564,0.26156,,,False,0.1095863945897285,0.26033434988856446
33.088,TARGET_1,0.106138,0.262376,0.114576,0.262037,True,0.11124135381433778,0.2615953905803748
33.152,TARGET_1,0.103711,0.263193,0.10723,0.272739,True,0.108144960818433,0.26706186898754253
33.216,TARGET_1,0.101285,0.264009,0.113786,0.249639,True,0.10912190389298007,0.2603522957075291
33.28,TARGET_1,0.098859,0.264825,0.080451,0.251236,True,0.09622687635727167,0.25700584653792347
33.344,TARGET_1,0.096432,0.265642,0.080339,0.285641,True,0.08821755002748068,0.26863814052832546
33.408,TARGET_1,0.094006,0.266458,0.111687,0.260895,True,0.09567589511885828,0.2661566081210189
33.472,TARGET_1,0.09158,0.267275,0.094286,0.260681,True,0.09362476305082935,0.2644628558361207
33.536,TARGET_1,0.089154,0.268091,0.080376,0.256666,True,0.08689468316734604,0.2617680596378114
33.6,TARGET_1,0.086727,0.268908,0.076223,0.268745,True,0.08104025863600829,0.26480640036118996
33.664,TARGET_1,0.084301,0.269724,0.09066,0.28442,True,0.08310774890574744,0.2729323700361473
33.728,TARGET_1,0.081875,0.270541,0.086834,0.268569,True,0.08301138586774098,0.2718266852948299
33.792,TARGET_1,0.079448,0.271357,0.093398,0.254857,True,0.08563563310065787,0.2656601906275989
33.856,TARGET_1,0.077022,0.272174,,,False,0.0834631340482454,0.2661695160014215
33.92,TARGET_1,0.074596,0.27299,0.073202,0.262417,True,0.07736303418361298,0.2646094178377023
33.984,TARGET_1,0.072169,0.273807,0.089404,0.265628,True,0.08117725730758873,0.2652723816586062
34.048,TARGET_1,0.069743,0.274623,0.080478,0.289174,True,0.07968156729541911,0.27529066229613675
34.112,TARGET_1,0.067317,0.27544,0.068923,0.286747,True,0.07416098409002136,0.2804477993303177
34.176,TARGET_1,0.06489,0.276256,0.06844,0.293754,True,0.07055392254369991,0.2864482132993216
34.24,TARGET_1,0.062464,0.277073,0.046298,0.285201,True,0.05955714911450821,0.2868275957871623
34.304,TARGET_1,0.060038,0.277889,0.055158,0.285237,True,0.056137408596873425,0.28703610932698626
34.368,TARGET_1,0.057612,0.278706,0.050595,0.259576,True,0.05224370842557943,0.2769671533592659
34.432,TARGET_1,0.055185,0.279522,0.050579,0.262065,True,0.049847892027622395,0.27148207866569607
34.496,TARGET_1,0.052759,0.280339,0.03315,0.286644,True,0.041519854907294866,0.2776837080526378
34.56,TARGET_1,0.050333,0.281155,,,False,0.038363979013374336,0.2783483149821124
34.624,TARGET_1,0.047906,0.281972,0.0421,0.277772,True,0.038554493375276624,0.27841038692518966
34.688,TARGET_1,0.04548,0.282788,0.0639,0.28075,True,0.04775718522098964,0.2797760855173834
34.752,TARGET_1,0.043054,0.283605,0.041917,0.280327,True,0.044010496861299084,0.28039847697300385
34.816,TARGET_1,0.040627,0.284421,0.034377,0.266445,True,0.038724096869689514,0.2752063335097314
34.88,TARGET_1,0.038201,0.285238,0.057935,0.284088,True,0.04483257701696185,0.27894417264868
34.944,TARGET_1,0.035775,0.286054,0.047768,0.297975,True,0.04475469404351981,0.2868089326921495
35.008,TARGET_1,0.033348,0.28687,,,False,0.04280898233599205,0.2877522909046877
35.072,TARGET_1,0.030922,0.287687,0.033888,0.27917,True,0.03747540759515614,0.2840690767257803
35.136,TARGET_1,0.028496,0.288503,0.046428,0.299798,True,0.04010854520153827,0.2912235360004481
35.2,TARGET_1,0.02607,0.28932,0.021621,0.30167,True,0.03144201734289211,0.2961137088008274
35.264,TARGET_1,0.023643,0.290136,0.024674,0.290989,True,0.027383035919005618,0.29481341295833036
35.328,TARGET_1,0.021217,0.290953,0.020947,0.278806,True,0.023409738338759284,0.28912056363881056
35.392,TARGET_1,0.018791,0.291769,0.034732,0.309686,True,0.0264256381586054,0.29771580519699764
35.456,TARGET_1,0.016364,0.292586,0.029977,0.28453,True,0.026543261483600086,0.2932054284475015
35.52,TARGET_1,0.013938,0.293402,0.029224,0.30879,True,0.02639175862594368,0.2998904359274957
35.584,TARGET_1,0.011512,0.294219,0.006983,0.277305,True,0.01756215688905855,0.2916686999969463
35.648,TARGET_1,0.009085,0.295035,,,False,0.015270401408772543,0.2923236319559781
35.712,TARGET_1,0.006659,0.295852,,,False,0.012978645928486535,0.2929785639150099
35.776,TARGET_1,0.004233,0.296668,0.006807,0.290477,True,0.008520347851616109,0.29187089900220836
35.84,TARGET_1,0.001807,0.297485,0.006009,0.278889,True,0.00606479792973882,0.2862732705378406
35.904,TARGET_1,-0.00062,0.298301,-0.016469,0.298719,True,-0.0047608374372113335,0.29160882314898945
35.968,TARGET_1,-0.003046,0.299118,0.00366,0.292366,True,-0.0030678815341002776,0.29221597789029186
36.032,TARGET_1,-0.005472,0.299934,,,False,-0.0056876678202355075,0.29272696466570797
36.096,TARGET_1,-0.007899,0.300751,,,False,-0.008307454106370737,0.2932379514411241
36.16,TARGET_1,-0.010325,0.301567,-0.022522,0.310018,True,-0.017421920477314803,0.3028618784706243
36.224,TARGET_1,-0.012751,0.302384,-0.031588,0.291562,True,-0.025487401253673783,0.2982642322900993
36.288,TARGET_1,-0.015178,0.3032,-0.018198,0.308331,True,-0.02432589871515089,0.3028813654155231
36.352,TARGET_1,-0.017604,0.304017,-0.018043,0.29952,True,-0.02357562246562297,0.30206640992608663
36.416,TARGET_1,-0.02003,0.304833,-0.031863,0.309796,True,-0.028562175257435582,0.30564071569560564
36.48,TARGET_1,-0.022457,0.30565,-0.023479,0.308369,True,-0.02830570800583055,0.3073088726172375
36.544,TARGET_1,-0.024883,0.306466,-0.019603,0.313447,True,-0.026514568518155215,0.31034968047325356
36.608,TARGET_1,-0.027309,0.307283,-0.01521,0.293332,True,-0.02354295400495928,0.3042932539437644
36.672,TARGET_1,-0.029735,0.308099,-0.0482,0.295419,True,-0.03461761439612686,0.3012168252962742
36.736,TARGET_1,-0.032162,0.308915,-0.027106,0.314308,True,-0.03326499180896199,0.3067033174745417
36.8,TARGET_1,-0.034588,0.309732,-0.035606,0.310344,True,-0.03567395997146057,0.3086195510782971
36.864,TARGET_1,-0.037014,0.310548,-0.017566,0.329768,True,-0.029989415353422796,0.3175023290344971
36.928,TARGET_1,-0.039441,0.311365,,,False,-0.03198237140967899,0.3188050901894097
36.992,TARGET_1,-0.041867,0.312181,-0.042483,0.315672,True,-0.038106634831430675,0.3179538115340611
37.056,TARGET_1,-0.044293,0.312998,-0.062294,0.313538,True,-0.049772268880541135,0.3167299318732622
37.12,TARGET_1,-0.04672,0.313814,-0.063212,0.329371,True,-0.05689121928775251,0.3225212772914157
37.184,TARGET_1,-0.049146,0.314631,-0.067532,0.306235,True,-0.06294625079134607,0.3167798244902009
37.248,TARGET_1,-0.051572,0.315447,-0.069545,0.318514,True,-0.06747244132203366,0.31802368121045166
37.312,TARGET_1,-0.053999,0.316264,-0.049427,0.318557,True,-0.06227171057328906,0.3188014403496839
37.376,TARGET_1,-0.056425,0.31708,-0.037669,0.314957,True,-0.05419899793958431,0.31784067645351927
37.44,TARGET_1,-0.058851,0.317897,-0.073797,0.313736,True,-0.06325613544757273,0.3167135784831969
37.504,TARGET_1,-0.061277,0.318713,-0.043146,0.333659,True,-0.05683398921287968,0.3238502096030842
37.568,TARGET_1,-0.063704,0.31953,,,False,-0.058871106786344184,0.32492494629012386
37.632,TARGET_1,-0.06613,0.320346,,,False,-0.06090822435980869,0.32599968297716353
37.696,TARGET_1,-0.068556,0.321163,,,False,-0.0629453419332732,0.3270744196642032
37.76,TARGET_1,-0.070983,0.321979,-0.088072,0.341694,True,-0.07925409985767433,0.3365212214956808
37.824,TARGET_1,-0.073409,0.322796,,,False,-0.08204505073184624,0.3380381737477417
37.888,TARGET_1,-0.075835,0.323612,-0.082208,0.316658,True,-0.08339726172225372,0.3270197423363923
37.952,TARGET_1,-0.078262,0.324429,-0.066487,0.305056,True,-0.07727087044750967,0.3175960752887118
38.016,TARGET_1,-0.080688,0.325245,-0.094018,0.337967,True,-0.08555250429219032,0.32625727291709883
38.08,TARGET_1,-0.083114,0.326062,-0.091174,0.320078,True,-0.08935422244504725,0.3242201779867178
38.144,TARGET_1,-0.08554,0.326878,-0.095443,0.334729,True,-0.09336774772132782,0.3287733432819559
38.208,TARGET_1,-0.087967,0.327695,-0.078212,0.337279,True,-0.08899583533377878,0.3326461128167061
38.272,TARGET_1,-0.090393,0.328511,-0.090609,0.337601,True,-0.091035739728907,0.3352108230636641
38.336,TARGET_1,-0.092819,0.329328,-0.096122,0.322991,True,-0.09444079258273792,0.33103090161097753
38.4,TARGET_1,-0.095246,0.330144,,,False,-0.09680661249736403,0.33182081939187036
38.464,TARGET_1,-0.097672,0.33096,-0.115679,0.315333,True,-0.10718778462030298,0.3242209160870669
38.528,TARGET_1,-0.100098,0.331777,-0.102389,0.34048,True,-0.1067262711294346,0.33139681675177685
38.592,TARGET_1,-0.102525,0.332593,-0.120391,0.315607,True,-0.11386921865812644,0.3253542788614591
38.656,TARGET_1,-0.104951,0.33341,,,False,-0.11674869010870936,0.3256838175670963
38.72,TARGET_1,-0.107377,0.334226,,,False,-0.11962816155929229,0.3260133562727335
38.784,TARGET_1,-0.109804,0.335043,-0.123824,0.336251,True,-0.12324689671336683,0.33190722655749905
38.848,TARGET_1,-0.11223,0.335859,-0.110772,0.324547,True,-0.11915167207807163,0.3288960307762435
38.912,TARGET_1,-0.114656,0.336676,-0.133776,0.317137,True,-0.12674870559190524,0.3242268183070888
38.976,TARGET_1,-0.117082,0.337492,-0.131322,0.324419,True,-0.13027552120491018,0.32439618731243736
39.04,TARGET_1,-0.119509,0.338309,-0.134305,0.349331,True,-0.13359940479613885,0.3344351833044848
39.104,TARGET_1,-0.121935,0.339125,,,False,-0.13648112559547654,0.33513968288620494
39.168,TARGET_1,-0.124361,0.339942,-0.137939,0.323697,True,-0.13867037774358837,0.32993656273422767
39.232,TARGET_1,-0.126788,0.340758,-0.144175,0.351976,True,-0.14265852887093222,0.33963223712296586
39.296,TARGET_1,-0.129214,0.341575,,,False,-0.14556522090317486,0.34052505705884833
39.36,TARGET_1,-0.13164,0.342391,-0.125392,0.342966,True,-0.13702211775550724,0.342185890781145
39.424,TARGET_1,-0.134067,0.343208,-0.142269,0.340311,True,-0.1405883737320056,0.3419027195659874
39.488,TARGET_1,-0.136493,0.344024,,,False,-0.14293913763271224,0.3427707397585717
39.552,TARGET_1,-0.138919,0.344841,-0.134561,0.328907,True,-0.13995762059122396,0.3363170520775348
39.616,TARGET_1,-0.141346,0.345657,-0.156572,0.345768,True,-0.14833079984242403,0.34068189011559313
39.68,TARGET_1,-0.143772,0.346474,-0.134086,0.335185,True,-0.14390376459647136,0.33882826720136655
39.744,TARGET_1,-0.146198,0.34729,-0.15292,0.343296,True,-0.14873633722741628,0.34094558724102436
39.808,TARGET_1,-0.148624,0.348107,-0.142724,0.363062,True,-0.14766025382137693,0.3501219329642538
39.872,TARGET_1,-0.151051,0.348923,-0.157746,0.361539,True,-0.15286697478553488,0.35531612526051437
39.936,TARGET_1,-0.153477,0.34974,-0.138129,0.348788,True,-0.14834954202239853,0.3535384425568911
40.0,TARGET_1,-0.155903,0.350556,-0.155518,0.339681,True,-0.1522775642001263,0.3487556328440287
40.064,TARGET_1,-0.15833,0.351373,-0.166703,0.359844,True,-0.1591492307010542,0.35364328500594566
40.128,TARGET_1,-0.160756,0.352189,-0.159063,0.346979,True,-0.1604464701733734,0.35164388810530794
40.192,TARGET_1,-0.163182,0.353005,-0.15156,0.338854,True,-0.15823047968840925,0.347116568118141
40.256,TARGET_1,-0.165609,0.353822,,,False,-0.16013678686844732,0.34769544241554995
40.32,TARGET_1,-0.168035,0.354638,-0.175498,0.352493,True,-0.16857675664029684,0.35032289685752227
40.384,TARGET_1,-0.170461,0.355455,-0.164346,0.339806,True,-0.16805074906648387,0.3461959317720563
40.448,TARGET_1,-0.172887,0.356271,-0.158962,0.345387,True,-0.16558219345858943,0.346116671901614
40.512,TARGET_1,-0.175314,0.357088,-0.157724,0.346815,True,-0.16354610437325498,0.346634904186166
40.576,TARGET_1,-0.17774,0.357904,-0.173025,0.359022,True,-0.16830436751802907,0.35180415004925536
40.64,TARGET_1,-0.180166,0.358721,,,False,-0.17012069796388063,0.3524751790172335
40.704,TARGET_1,-0.182593,0.359537,-0.187342,0.375653,True,-0.17942480272138392,0.36408590872393215
40.768,TARGET_1,-0.185019,0.360354,-0.166069,0.356277,True,-0.1749519249722847,0.36145438049600775
40.832,TARGET_1,-0.187445,0.36117,-0.173129,0.347204,True,-0.1753053003460008,0.3562513752994542
40.896,TARGET_1,-0.189872,0.361987,-0.200458,0.373561,True,-0.1864518205519382,0.3636164943244646
40.96,TARGET_1,-0.192298,0.362803,-0.201127,0.369183,True,-0.19367151672409733,0.36648216093943164
41.024,TARGET_1,-0.194724,0.36362,,,False,-0.19624511479277418,0.36766472227835634
41.088,TARGET_1,-0.197151,0.364436,-0.214574,0.359579,True,-0.20647655311314972,0.36434244440207453
41.152,TARGET_1,-0.199577,0.365253,-0.202291,0.379999,True,-0.20638436396321452,0.3716077726185243
41.216,TARGET_1,-0.202003,0.366069,-0.197166,0.362777,True,-0.20428362917418233,0.36875399713833074
41.28,TARGET_1,-0.204429,0.366886,,,False,-0.2068363187214908,0.3698079138490474
41.344,TARGET_1,-0.206856,0.367702,-0.21604,0.358454,True,-0.21264487241068183,0.36478781750565414
41.408,TARGET_1,-0.209282,0.368519,-0.220096,0.374841,True,-0.2174116136141747,0.36953254981605205
41.472,TARGET_1,-0.211708,0.369335,-0.21973,0.375498,True,-0.22004015012202754,0.3725311323215757
41.536,TARGET_1,-0.214135,0.370152,-0.227108,0.384356,True,-0.22457039085648,0.37790477211521956
41.6,TARGET_1,-0.216561,0.370968,-0.23114,0.390902,True,-0.2289454258513602,0.38385373225143504
41.664,TARGET_1,-0.218987,0.371785,,,False,-0.23195261489303856,0.38540961023869075
41.728,TARGET_1,-0.221414,0.372601,-0.215513,0.373675,True,-0.22550770331324854,0.3805056590199852
41.792,TARGET_1,-0.22384,0.373418,-0.211023,0.362483,True,-0.2206951214544134,0.3734385603523492
41.856,TARGET_1,-0.226266,0.374234,-0.223401,0.393755,True,-0.22303261261857996,0.382187945195173
41.92,TARGET_1,-0.228693,0.37505,-0.236021,0.391942,True,-0.22949515500574216,0.38680899266306973
41.984,TARGET_1,-0.231119,0.375867,,,False,-0.23183511168952006,0.3881873546731881
42.048,TARGET_1,-0.233545,0.376683,-0.240438,0.393219,True,-0.2372251822513669,0.3913449042601366
42.112,TARGET_1,-0.235971,0.3775,-0.241272,0.358619,True,-0.24039547992927457,0.37810179144491574
42.176,TARGET_1,-0.238398,0.378316,-0.234519,0.387833,True,-0.2394945852069454,0.38247608800215993
42.24,TARGET_1,-0.240824,0.379133,-0.235616,0.398045,True,-0.23934987169679828,0.38923872929899955
42.304,TARGET_1,-0.24325,0.379949,-0.229835,0.366272,True,-0.2369003301501046,0.38082834295515644
42.368,TARGET_1,-0.245677,0.380766,-0.233128,0.376864,True,-0.23658425810247777,0.3796560561313285
42.432,TARGET_1,-0.248103,0.381582,-0.239748,0.3694,True,-0.2389401231726036,0.37593277456194407
42.496,TARGET_1,-0.250529,0.382399,-0.240431,0.378222,True,-0.2406516832321511,0.37703089428733016
42.56,TARGET_1,-0.252956,0.383215,,,False,-0.24249966055073302,0.37739272165847254
42.624,TARGET_1,-0.255382,0.384032,-0.262265,0.364621,True,-0.25304781558111594,0.3713772592415934
42.688,TARGET_1,-0.257808,0.384848,-0.253574,0.368502,True,-0.25460200253598425,0.3701462144126934
42.752,TARGET_1,-0.260234,0.385665,-0.249456,0.381831,True,-0.2538485223458257,0.3748902600637792
42.816,TARGET_1,-0.262661,0.386481,-0.267391,0.380739,True,-0.26054587291306486,0.3773587155969195
42.88,TARGET_1,-0.265087,0.387298,-0.281896,0.387793,True,-0.2704648960178199,0.38170835857052837
42.944,TARGET_1,-0.267513,0.388114,-0.281542,0.38801,True,-0.27654299287702316,0.38454292645121707
43.008,TARGET_1,-0.26994,0.388931,-0.266494,0.386528,True,-0.2743640995380511,0.38574290423466384
43.072,TARGET_1,-0.272366,0.389747,,,False,-0.27705377212403043,0.3864572095723609
43.136,TARGET_1,-0.274792,0.390564,-0.270161,0.387041,True,-0.27509025728550485,0.3871081375197812
43.2,TARGET_1,-0.277219,0.39138,-0.267859,0.406812,True,-0.2733680459071551,0.39598435494423956
43.264,TARGET_1,-0.279645,0.392197,-0.28777,0.387234,True,-0.28056037754093466,0.393092120067406
43.328,TARGET_1,-0.282071,0.393013,,,False,-0.28303997079533866,0.3940291824151367
43.392,TARGET_1,-0.284498,0.39383,-0.285122,0.3828,True,-0.28532494418685006,0.3890104927546066
43.456,TARGET_1,-0.286924,0.394646,-0.270413,0.38481,True,-0.2802988826052728,0.3875459824617241
43.52,TARGET_1,-0.28935,0.395463,-0.276925,0.40114,True,-0.28013195622252857,0.3934046559653467
43.584,TARGET_1,-0.291776,0.396279,-0.305642,0.392174,True,-0.29151882129830275,0.3933859024162368
43.648,TARGET_1,-0.294203,0.397095,-0.279758,0.400264,True,-0.28832359104001726,0.39657113714953385
43.712,TARGET_1,-0.296629,0.397912,-0.315761,0.387926,True,-0.30049321327207923,0.3936776650617748
43.776,TARGET_1,-0.299055,0.398728,-0.300034,0.392699,True,-0.30194572655685814,0.3936960583233817
43.84,TARGET_1,-0.301482,0.399545,-0.29478,0.409878,True,-0.3007021179625737,0.4004839202242816
43.904,TARGET_1,-0.303908,0.400361,-0.316977,0.394395,True,-0.3086028226499061,0.3986672999666761
43.968,TARGET_1,-0.306334,0.401178,-0.294129,0.393092,True,-0.3045226208212075,0.39695891039003134
44.032,TARGET_1,-0.308761,0.401994,-0.300582,0.398632,True,-0.3043789893947559,0.39803259961255666
44.096,TARGET_1,-0.311187,0.402811,-0.318119,0.416293,True,-0.31114702023165464,0.4056832239775148
44.16,TARGET_1,-0.313613,0.403627,-0.3046,0.414922,True,-0.3100427059394065,0.4100002401387216
44.224,TARGET_1,-0.316039,0.404444,-0.334418,0.413262,True,-0.3210531990513218,0.41206173111273264
44.288,TARGET_1,-0.318466,0.40526,-0.314484,0.412923,True,-0.3201164940936595,0.41320006925336483
44.352,TARGET_1,-0.320892,0.406077,-0.319518,0.389253,True,-0.32141700310492005,0.404515609073223
44.416,TARGET_1,-0.323318,0.406893,-0.330379,0.411339,True,-0.32645829930373416,0.40766718972242344
44.48,TARGET_1,-0.325745,0.40771,,,False,-0.32907675414346654,0.4085497336630358
44.544,TARGET_1,-0.328171,0.408526,-0.325072,0.391826,True,-0.32847924684305474,0.40088338199340373
44.608,TARGET_1,-0.330597,0.409343,-0.344011,0.41011,True,-0.3365477970253206,0.4050834329037361
44.672,TARGET_1,-0.333024,0.410159,-0.31698,0.397904,True,-0.3301705664386086,0.4025128038324878
44.736,TARGET_1,-0.33545,0.410976,-0.31972,0.400485,True,-0.32732680513711426,0.4019648319616648
44.8,TARGET_1,-0.337876,0.411792,-0.318102,0.418856,True,-0.32484039883944515,0.4089141036508852
44.864,TARGET_1,-0.340303,0.412609,-0.352802,0.428724,True,-0.3369575379792926,0.4172212574603872
44.928,TARGET_1,-0.342729,0.413425,,,False,-0.3392534473851856,0.4183984073035553
44.992,TARGET_1,-0.345155,0.414242,-0.330893,0.41852,True,-0.3363736748780847,0.4190628839940188
45.056,TARGET_1,-0.347581,0.415058,,,False,-0.33838359546042607,0.4202117054363553
45.12,TARGET_1,-0.350008,0.415875,,,False,-0.3403935160427674,0.42136052687869174
45.184,TARGET_1,-0.352434,0.416691,-0.367947,0.432342,True,-0.35723290125101004,0.4282177515736242
45.248,TARGET_1,-0.35486,0.417508,-0.366307,0.403512,True,-0.36292901108825576,0.41759552332029515
45.312,TARGET_1,-0.357287,0.418324,-0.376623,0.417692,True,-0.3704000676578166,0.41810330510118726
45.376,TARGET_1,-0.359713,0.41914,-0.358959,0.431265,True,-0.3676699309801841,0.4239043464087703
45.44,TARGET_1,-0.362139,0.419957,-0.347258,0.437561,True,-0.361250824202647,0.42999484756384343
45.504,TARGET_1,-0.364566,0.420773,-0.37322,0.423495,True,-0.36742333307684966,0.42822620548099927
45.568,TARGET_1,-0.366992,0.42159,-0.360731,0.437862,True,-0.3663259848535412,0.4327492858959743
45.632,TARGET_1,-0.369418,0.422406,-0.354593,0.4225,True,-0.36311194626913373,0.42951365180528395
45.696,TARGET_1,-0.371845,0.423223,-0.387292,0.437621,True,-0.37392042209412335,0.4333867048167178
45.76,TARGET_1,-0.374271,0.424039,-0.387565,0.41251,True,-0.38085741156821773,0.42588506331268433
45.824,TARGET_1,-0.376697,0.424856,-0.394525,0.41288,True,-0.38795293945454823,0.42120028787483066
45.888,TARGET_1,-0.379123,0.425672,-0.361064,0.436107,True,-0.37914621610681953,0.4273751152233755
45.952,TARGET_1,-0.38155,0.426489,-0.370324,0.445609,True,-0.377085849475656,0.43506115391053496
46.016,TARGET_1,-0.383976,0.427305,,,False,-0.37920423261544034,0.4362287379072977
46.08,TARGET_1,-0.386402,0.428122,-0.380866,0.417596,True,-0.3811008850600354,0.42778136865173877
46.144,TARGET_1,-0.388829,0.428938,-0.385437,0.43953,True,-0.38416575501298805,0.43319463707978134
46.208,TARGET_1,-0.391255,0.429755,-0.38356,0.449376,True,-0.38519395755337504,0.44034485892769887
46.272,TARGET_1,-0.393681,0.430571,,,False,-0.38729030124889635,0.44159129616553117
46.336,TARGET_1,-0.396108,0.431388,-0.395041,0.444118,True,-0.39215473962774505,0.44346448908540936
46.4,TARGET_1,-0.398534,0.432204,-0.400947,0.418727,True,-0.3972251080228818,0.43352544999181797
46.464,TARGET_1,-0.40096,0.433021,-0.41412,0.416541,True,-0.40556227071157924,0.426962974719192
46.528,TARGET_1,-0.403386,0.433837,,,False,-0.4082944494244548,0.4272264925726317
46.592,TARGET_1,-0.405813,0.434654,-0.419763,0.446823,True,-0.4153040479836054,0.436955646114578
46.656,TARGET_1,-0.408239,0.43547,-0.402001,0.423172,True,-0.4112548855274232,0.43145715014848157
46.72,TARGET_1,-0.410665,0.436287,-0.40405,0.419491,True,-0.40982924531874254,0.4268162360213977
46.784,TARGET_1,-0.413092,0.437103,-0.421402,0.450328,True,-0.41588289898503594,0.43633747442279874
46.848,TARGET_1,-0.415518,0.43792,-0.400156,0.427351,True,-0.41117407901081743,0.43317228975629907
46.912,TARGET_1,-0.417944,0.438736,-0.419179,0.450855,True,-0.4156500229284347,0.4404610072945125
46.976,TARGET_1,-0.420371,0.439553,-0.425314,0.440373,True,-0.42085855636072006,0.440937027110406
47.04,TARGET_1,-0.422797,0.440369,-0.40539,0.435715,True,-0.41621856199717117,0.43936881953667756
47.104,TARGET_1,-0.425223,0.441185,-0.418778,0.439613,True,-0.41847238455599906,0.4398826486535466
