time,target,true_x,true_z,meas_x,meas_z
13.504,TARGET_2,0.468496,0.047434,0.465420,0.046675
13.568,TARGET_1,-0.174028,-0.163707,-0.158905,-0.144280
13.568,TARGET_2,0.469094,0.044945,0.458422,0.060178
13.632,TARGET_1,-0.172019,-0.162120,-0.153461,-0.160267
13.632,TARGET_2,0.469692,0.042455,0.452682,0.056449
13.696,TARGET_1,-0.170010,-0.160534,-0.174710,-0.144775
13.696,TARGET_2,0.470290,0.039966,0.469565,0.039929
13.760,TARGET_1,-0.168001,-0.158948,-0.181575,-0.164224
13.760,TARGET_2,0.470888,0.037477,0.477877,0.055553
13.824,TARGET_1,-0.165991,-0.157361,-0.182898,-0.149955
13.824,TARGET_2,0.471486,0.034988,0.485253,0.019572
13.888,TARGET_1,-0.163982,-0.155775,-0.164920,-0.170803
13.888,TARGET_2,0.472084,0.032499,0.480879,0.036402
13.952,TARGET_1,-0.161973,-0.154189,-0.156801,-0.171534
13.952,TARGET_2,0.472682,0.030009,0.455787,0.042722
14.016,TARGET_1,-0.159963,-0.152603,-0.157941,-0.165884
14.016,TARGET_2,0.473280,0.027520,0.466991,0.040104
14.080,TARGET_1,-0.157954,-0.151016,-0.150845,-0.132960
14.080,TARGET_2,0.473878,0.025031,0.491677,0.037395
14.144,TARGET_1,-0.155945,-0.149430,-0.163284,-0.165757
14.144,TARGET_2,0.474476,0.022542,0.477740,0.004123
14.208,TARGET_1,-0.153935,-0.147844,-0.163509,-0.160513
14.208,TARGET_2,0.475074,0.020053,0.456903,0.036166
14.272,TARGET_1,-0.151926,-0.146257,-0.152256,-0.155709
14.272,TARGET_2,0.475671,0.017564,0.486645,0.034930
14.336,TARGET_1,-0.149917,-0.144671,-0.155301,-0.129389
14.336,TARGET_2,0.476269,0.015074,0.487220,0.021314
14.400,TARGET_1,-0.147908,-0.143085,-0.160306,-0.123622
14.400,TARGET_2,0.476867,0.012585,0.460003,0.025661
14.464,TARGET_1,-0.145898,-0.141499,-0.141723,-0.144803
14.464,TARGET_2,0.477465,0.010096,0.473417,-0.005004
14.528,TARGET_1,-0.143889,-0.139912,-0.137482,-0.148566
14.528,TARGET_2,0.478063,0.007607,0.462674,0.018773
14.592,TARGET_1,-0.141880,-0.138326,-0.161240,-0.158072
14.592,TARGET_2,0.478661,0.005118,0.469615,-0.005613
14.656,TARGET_1,-0.139870,-0.136740,-0.153909,-0.144383
14.656,TARGET_2,0.479259,0.002628,0.488857,-0.006299
14.720,TARGET_1,-0.137861,-0.135153,-0.118250,-0.117718
14.720,TARGET_2,0.479857,0.000139,0.466536,0.011844
14.784,TARGET_1,-0.135852,-0.133567,-0.120252,-0.138299
14.784,TARGET_2,0.480455,-0.002350,0.497871,-0.000487
14.848,TARGET_1,-0.133842,-0.131981,-0.141058,-0.135564
14.848,TARGET_2,0.481053,-0.004839,0.489795,-0.019939
14.912,TARGET_1,-0.131833,-0.130395,-0.143190,-0.124500
14.912,TARGET_2,0.481651,-0.007328,0.494939,-0.007429
14.976,TARGET_1,-0.129824,-0.128808,-0.134828,-0.147817
14.976,TARGET_2,0.482249,-0.009818,0.463171,-0.017774
15.040,TARGET_1,-0.127815,-0.127222,-0.115875,-0.132739
15.040,TARGET_2,0.482847,-0.012307,0.496974,-0.020824
15.104,TARGET_1,-0.125805,-0.125636,-0.129572,-0.111166
15.104,TARGET_2,0.483445,-0.014796,0.476896,-0.032824
15.168,TARGET_1,-0.123796,-0.124049,-0.143414,-0.111922
15.168,TARGET_2,0.484043,-0.017285,0.503346,-0.016762
15.232,TARGET_1,-0.121787,-0.122463,-0.103106,-0.133883
15.232,TARGET_2,0.484641,-0.019774,0.500936,-0.030448
15.296,TARGET_1,-0.119777,-0.120877,-0.123327,-0.108703
15.296,TARGET_2,0.485239,-0.022263,0.471679,-0.041078
15.360,TARGET_1,-0.117768,-0.119291,-0.119024,-0.101905
15.360,TARGET_2,0.485837,-0.024753,0.503261,-0.005037
15.424,TARGET_1,-0.115759,-0.117704,-0.121021,-0.101080
15.424,TARGET_2,0.486435,-0.027242,0.498624,-0.031688
15.488,TARGET_1,-0.113749,-0.116118,-0.099663,-0.119941
15.488,TARGET_2,0.487033,-0.029731,0.493144,-0.029876
15.552,TARGET_1,-0.111740,-0.114532,-0.100258,-0.126989
15.552,TARGET_2,0.487630,-0.032220,0.485638,-0.015941
15.616,TARGET_1,-0.109731,-0.112945,-0.114075,-0.127548
15.616,TARGET_2,0.488228,-0.034709,0.489430,-0.041961
15.680,TARGET_1,-0.107722,-0.111359,-0.088622,-0.107893
15.680,TARGET_2,0.488826,-0.037199,0.489772,-0.042959
15.744,TARGET_1,-0.105712,-0.109773,-0.100995,-0.090244
15.744,TARGET_2,0.489424,-0.039688,0.493820,-0.041869
15.808,TARGET_1,-0.103703,-0.108187,-0.097992,-0.127382
15.808,TARGET_2,0.490022,-0.042177,0.479450,-0.050974
15.872,TARGET_1,-0.101694,-0.106600,-0.106808,-0.125592
15.872,TARGET_2,0.490620,-0.044666,0.509152,-0.028582
15.936,TARGET_1,-0.099684,-0.105014,-0.080002,-0.124760
15.936,TARGET_2,0.491218,-0.047155,0.495246,-0.029684
16.000,TARGET_1,-0.097675,-0.103428,-0.078521,-0.084288
16.000,TARGET_2,0.491816,-0.049645,0.482683,-0.069345
16.064,TARGET_1,-0.095666,-0.101841,-0.076520,-0.083647
16.064,TARGET_2,0.492414,-0.052134,0.495670,-0.037587
16.128,TARGET_1,-0.093656,-0.100255,-0.091729,-0.106270
16.128,TARGET_2,0.493012,-0.054623,0.494374,-0.064499
16.192,TARGET_1,-0.091647,-0.098669,-0.085113,-0.115568
16.192,TARGET_2,0.493610,-0.057112,0.487950,-0.074334
16.256,TARGET_1,-0.089638,-0.097082,-0.093585,-0.111797
16.256,TARGET_2,0.494208,-0.059601,0.510162,-0.047332
16.320,TARGET_1,-0.087629,-0.095496,-0.079511,-0.078541
16.320,TARGET_2,0.494806,-0.062090,0.503809,-0.048056
16.384,TARGET_1,-0.085619,-0.093910,-0.080766,-0.107551
16.384,TARGET_2,0.495404,-0.064580,0.500250,-0.058921
16.448,TARGET_1,-0.083610,-0.092324,-0.065082,-0.090685
16.448,TARGET_2,0.496002,-0.067069,0.500246,-0.077735
16.512,TARGET_1,-0.081601,-0.090737,-0.072448,-0.107728
16.512,TARGET_2,0.496600,-0.069558,0.482384,-0.077971
16.576,TARGET_1,-0.079591,-0.089151,-0.089302,-0.098799
16.576,TARGET_2,0.497198,-0.072047,0.505325,-0.090516
16.640,TARGET_1,-0.077582,-0.087565,-0.078269,-0.070133
16.640,TARGET_2,0.497796,-0.074536,0.490135,-0.085664
16.704,TARGET_1,-0.075573,-0.085978,-0.087211,-0.101967
16.704,TARGET_2,0.498394,-0.077026,0.488944,-0.074077
16.768,TARGET_1,-0.073563,-0.084392,-0.061298,-0.087277
16.768,TARGET_2,0.498992,-0.079515,0.506182,-0.065503
16.832,TARGET_1,-0.071554,-0.082806,-0.081899,-0.070143
16.832,TARGET_2,0.499589,-0.082004,0.518634,-0.063957
16.896,TARGET_1,-0.069545,-0.081220,-0.056007,-0.072458
16.896,TARGET_2,0.500187,-0.084493,0.480588,-0.098154
16.960,TARGET_1,-0.067536,-0.079633,-0.059965,-0.077752
16.960,TARGET_2,0.500785,-0.086982,0.520314,-0.105909
17.024,TARGET_1,-0.065526,-0.078047,-0.081240,-0.060872
17.024,TARGET_2,0.501383,-0.089472,0.514092,-0.071287
17.088,TARGET_1,-0.063517,-0.076461,-0.081989,-0.092278
17.088,TARGET_2,0.501981,-0.091961,0.484099,-0.073234
17.152,TARGET_1,-0.061508,-0.074874,-0.048175,-0.085694
17.152,TARGET_2,0.502579,-0.094450,0.486372,-0.084427
17.216,TARGET_1,-0.059498,-0.073288,-0.067992,-0.057862
17.216,TARGET_2,0.503177,-0.096939,0.515070,-0.099136
17.280,TARGET_1,-0.057489,-0.071702,-0.063304,-0.069177
17.280,TARGET_2,0.503775,-0.099428,0.489349,-0.108791
17.344,TARGET_1,-0.055480,-0.070116,-0.057919,-0.073896
17.344,TARGET_2,0.504373,-0.101917,0.489049,-0.104057
17.408,TARGET_1,-0.053470,-0.068529,-0.046388,-0.048744
17.408,TARGET_2,0.504971,-0.104407,0.505451,-0.102131
17.472,TARGET_1,-0.051461,-0.066943,-0.067102,-0.068607
17.472,TARGET_2,0.505569,-0.106896,0.513388,-0.098024
17.536,TARGET_1,-0.049452,-0.065357,-0.063440,-0.058087
17.536,TARGET_2,0.506167,-0.109385,0.490900,-0.098585
17.600,TARGET_1,-0.047443,-0.063770,-0.056720,-0.047668
17.600,TARGET_2,0.506765,-0.111874,0.512751,-0.097996
17.664,TARGET_1,-0.045433,-0.062184,-0.054682,-0.063250
17.664,TARGET_2,0.507363,-0.114363,0.503994,-0.113517
17.728,TARGET_1,-0.043424,-0.060598,-0.059282,-0.077778
17.728,TARGET_2,0.507961,-0.116853,0.499891,-0.100201
17.792,TARGET_1,-0.041415,-0.059012,-0.037521,-0.073736
17.792,TARGET_2,0.508559,-0.119342,0.518388,-0.103357
17.856,TARGET_1,-0.039405,-0.057425,-0.059085,-0.045258
17.856,TARGET_2,0.509157,-0.121831,0.491433,-0.107484
17.920,TARGET_1,-0.037396,-0.055839,-0.024515,-0.068587
17.920,TARGET_2,0.509755,-0.124320,0.521372,-0.140452
17.984,TARGET_1,-0.035387,-0.054253,-0.027691,-0.069649
17.984,TARGET_2,0.510353,-0.126809,0.508658,-0.131651
18.048,TARGET_1,-0.033377,-0.052666,-0.016343,-0.057488
18.048,TARGET_2,0.510951,-0.129299,0.497158,-0.122900
18.112,TARGET_1,-0.031368,-0.051080,-0.034385,-0.052305
18.112,TARGET_2,0.511548,-0.131788,0.503277,-0.130811
18.176,TARGET_1,-0.029359,-0.049494,-0.029771,-0.036859
18.176,TARGET_2,0.512146,-0.134277,0.495158,-0.139406
18.240,TARGET_1,-0.027350,-0.047908,-0.031658,-0.039982
18.240,TARGET_2,0.512744,-0.136766,0.528222,-0.121717
18.304,TARGET_1,-0.025340,-0.046321,-0.040622,-0.040944
18.304,TARGET_2,0.513342,-0.139255,0.503265,-0.129115
18.368,TARGET_1,-0.023331,-0.044735,-0.035661,-0.043438
18.368,TARGET_2,0.513940,-0.141744,0.513415,-0.147122
18.432,TARGET_1,-0.021322,-0.043149,-0.001748,-0.047911
18.432,TARGET_2,0.514538,-0.144234,0.526133,-0.156465
18.496,TARGET_1,-0.019312,-0.041562,-0.021685,-0.031022
18.496,TARGET_2,0.515136,-0.146723,0.526564,-0.138106
18.560,TARGET_1,-0.017303,-0.039976,-0.015995,-0.020939
18.560,TARGET_2,0.515734,-0.149212,0.508460,-0.141018
18.624,TARGET_1,-0.015294,-0.038390,-0.014624,-0.057270
18.624,TARGET_2,0.516332,-0.151701,0.518933,-0.151430
18.688,TARGET_1,-0.013284,-0.036804,-0.024174,-0.044320
18.688,TARGET_2,0.516930,-0.154190,0.503273,-0.162319
18.752,TARGET_1,-0.011275,-0.035217,-0.014446,-0.046497
18.752,TARGET_2,0.517528,-0.156680,0.516125,-0.141878
18.816,TARGET_1,-0.009266,-0.033631,-0.008025,-0.034543
18.816,TARGET_2,0.518126,-0.159169,0.525203,-0.139728
18.880,TARGET_1,-0.007257,-0.032045,0.003341,-0.031396
18.880,TARGET_2,0.518724,-0.161658,0.533869,-0.149600
18.944,TARGET_1,-0.005247,-0.030458,0.011808,-0.026398
18.944,TARGET_2,0.519322,-0.164147,0.528767,-0.167270
19.008,TARGET_1,-0.003238,-0.028872,0.012215,-0.046623
19.008,TARGET_2,0.519920,-0.166636,0.538795,-0.182459
19.072,TARGET_1,-0.001229,-0.027286,-0.017192,-0.034059
19.072,TARGET_2,0.520518,-0.169126,0.511652,-0.183477
19.136,TARGET_1,0.000781,-0.025699,-0.015824,-0.037397
19.136,TARGET_2,0.521116,-0.171615,0.534217,-0.153362
19.200,TARGET_1,0.002790,-0.024113,-0.007373,-0.007187
19.200,TARGET_2,0.521714,-0.174104,0.502998,-0.176231
19.264,TARGET_1,0.004799,-0.022527,0.024279,-0.023095
19.264,TARGET_2,0.522312,-0.176593,0.530917,-0.192627
19.328,TARGET_1,0.006809,-0.020941,0.006100,-0.002022
19.328,TARGET_2,0.522910,-0.179082,0.516672,-0.162605
19.392,TARGET_1,0.008818,-0.019354,-0.009845,-0.035840
19.392,TARGET_2,0.523507,-0.181572,0.522923,-0.175301
19.456,TARGET_1,0.010827,-0.017768,0.007294,-0.007472
19.456,TARGET_2,0.524105,-0.184061,0.509557,-0.183719
19.520,TARGET_1,0.012836,-0.016182,-0.003444,-0.034098
19.520,TARGET_2,0.524703,-0.186550,0.508290,-0.183525
19.584,TARGET_1,0.014846,-0.014595,0.026525,-0.026209
19.584,TARGET_2,0.525301,-0.189039,0.544830,-0.194565
19.648,TARGET_1,0.016855,-0.013009,0.004877,-0.031273
19.648,TARGET_2,0.525899,-0.191528,0.514884,-0.183864
19.712,TARGET_1,0.018864,-0.011423,0.012397,-0.010764
19.712,TARGET_2,0.526497,-0.194017,0.520239,-0.208866
19.776,TARGET_1,0.020874,-0.009837,0.017688,0.000703
19.776,TARGET_2,0.527095,-0.196507,0.511163,-0.199656
19.840,TARGET_1,0.022883,-0.008250,0.028833,-0.014623
19.840,TARGET_2,0.527693,-0.198996,0.541394,-0.218913
19.904,TARGET_1,0.024892,-0.006664,0.038270,0.012771
19.904,TARGET_2,0.528291,-0.201485,0.521954,-0.218355
19.968,TARGET_1,0.026902,-0.005078,0.017103,0.001687
19.968,TARGET_2,0.528889,-0.203974,0.540040,-0.210409
20.032,TARGET_1,0.028911,-0.003491,0.035140,-0.014845
20.032,TARGET_2,0.529487,-0.206463,0.549240,-0.193876
20.096,TARGET_1,0.030920,-0.001905,0.042857,-0.010506
20.096,TARGET_2,0.530085,-0.208953,0.537338,-0.192317
20.160,TARGET_1,0.032929,-0.000319,0.031588,0.018772
20.160,TARGET_2,0.530683,-0.211442,0.537936,-0.223939
20.224,TARGET_1,0.034939,0.001267,0.028156,0.015899
20.224,TARGET_2,0.531281,-0.213931,0.512155,-0.201699
20.288,TARGET_1,0.036948,0.002854,0.040207,0.011625
20.288,TARGET_2,0.531879,-0.216420,0.546676,-0.222408
20.352,TARGET_1,0.038957,0.004440,0.048504,0.012667
20.352,TARGET_2,0.532477,-0.218909,0.514337,-0.203558
20.416,TARGET_1,0.040967,0.006026,0.042419,0.000226
20.416,TARGET_2,0.533075,-0.221399,0.523589,-0.206640
20.480,TARGET_1,0.042976,0.007613,0.034878,-0.009849
20.480,TARGET_2,0.533673,-0.223888,0.542994,-0.205691
20.544,TARGET_1,0.044985,0.009199,0.053013,0.005991
20.544,TARGET_2,0.534271,-0.226377,0.527082,-0.239829
20.608,TARGET_1,0.046995,0.010785,0.040761,-0.003814
20.608,TARGET_2,0.534869,-0.228866,0.549774,-0.228522
20.672,TARGET_1,0.049004,0.012371,0.029673,0.026650
20.672,TARGET_2,0.535466,-0.231355,0.551624,-0.228343
20.736,TARGET_1,0.051013,0.013958,0.034170,0.019996
20.736,TARGET_2,0.536064,-0.233844,0.527156,-0.249955
20.800,TARGET_1,0.053022,0.015544,0.067511,0.012650
20.800,TARGET_2,0.536662,-0.236334,0.518520,-0.254079
20.864,TARGET_1,0.055032,0.017130,0.054693,0.001105
20.864,TARGET_2,0.537260,-0.238823,0.521726,-0.245207
20.928,TARGET_1,0.057041,0.018717,0.038591,0.028570
20.928,TARGET_2,0.537858,-0.241312,0.551705,-0.241791
20.992,TARGET_1,0.059050,0.020303,0.055512,0.023244
20.992,TARGET_2,0.538456,-0.243801,0.532453,-0.241664
21.056,TARGET_1,0.061060,0.021889,0.076477,0.039514
21.056,TARGET_2,0.539054,-0.246290,0.538508,-0.241452
21.120,TARGET_1,0.063069,0.023475,0.070443,0.013249
21.120,TARGET_2,0.539652,-0.248780,0.533981,-0.268717
21.184,TARGET_1,0.065078,0.025062,0.065742,0.042530
21.184,TARGET_2,0.540250,-0.251269,0.535448,-0.245584
21.248,TARGET_1,0.067088,0.026648,0.065959,0.024976
21.248,TARGET_2,0.540848,-0.253758,0.544898,-0.242607
21.312,TARGET_1,0.069097,0.028234,0.056519,0.023007
21.312,TARGET_2,0.541446,-0.256247,0.539011,-0.261609
21.376,TARGET_1,0.071106,0.029821,0.078231,0.028204
21.376,TARGET_2,0.542044,-0.258736,0.541028,-0.266270
21.440,TARGET_1,0.073115,0.031407,0.084022,0.016088
21.440,TARGET_2,0.542642,-0.261226,0.541428,-0.279187
21.504,TARGET_1,0.075125,0.032993,0.075147,0.042538
21.504,TARGET_2,0.543240,-0.263715,0.533704,-0.264178
21.568,TARGET_1,0.077134,0.034580,0.073077,0.033075
21.568,TARGET_2,0.543838,-0.266204,0.551456,-0.252564
21.632,TARGET_1,0.079143,0.036166,0.063355,0.016320
21.632,TARGET_2,0.544436,-0.268693,0.533057,-0.272189
21.696,TARGET_1,0.081153,0.037752,0.067656,0.052825
21.696,TARGET_2,0.545034,-0.271182,0.540165,-0.257917
21.760,TARGET_1,0.083162,0.039338,0.080288,0.050538
21.760,TARGET_2,0.545632,-0.273671,0.556291,-0.262381
21.824,TARGET_1,0.085171,0.040925,0.065411,0.038174
21.824,TARGET_2,0.546230,-0.276161,0.551714,-0.265693
21.888,TARGET_1,0.087181,0.042511,0.071194,0.047719
21.888,TARGET_2,0.546828,-0.278650,0.560964,-0.262908
21.952,TARGET_1,0.089190,0.044097,0.097197,0.057328
21.952,TARGET_2,0.547425,-0.281139,0.539135,-0.287959
22.016,TARGET_1,0.091199,0.045684,0.091175,0.025852
22.016,TARGET_2,0.548023,-0.283628,0.543278,-0.292832
22.080,TARGET_1,0.093208,0.047270,0.111614,0.030278
22.080,TARGET_2,0.548621,-0.286117,0.565115,-0.300734
22.144,TARGET_1,0.095218,0.048856,0.112206,0.057285
22.144,TARGET_2,0.549219,-0.288607,0.561348,-0.271973
22.208,TARGET_1,0.097227,0.050442,0.104528,0.060204
22.208,TARGET_2,0.549817,-0.291096,0.567773,-0.301348
22.272,TARGET_1,0.099236,0.052029,0.115176,0.032626
22.272,TARGET_2,0.550415,-0.293585,0.563491,-0.305753
22.336,TARGET_1,0.101246,0.053615,0.093606,0.069880
22.336,TARGET_2,0.551013,-0.296074,0.531440,-0.300777
22.400,TARGET_1,0.103255,0.055201,0.106919,0.049665
22.400,TARGET_2,0.551611,-0.298563,0.541506,-0.305036
22.464,TARGET_1,0.105264,0.056788,0.097854,0.063076
22.464,TARGET_2,0.552209,-0.301053,0.542455,-0.290987
22.528,TARGET_1,0.107274,0.058374,0.102239,0.067264
22.528,TARGET_2,0.552807,-0.303542,0.568957,-0.300976
22.592,TARGET_1,0.109283,0.059960,0.122137,0.050979
22.592,TARGET_2,0.553405,-0.306031,0.569926,-0.307278
22.656,TARGET_1,0.111292,0.061546,0.110947,0.064275
22.656,TARGET_2,0.554003,-0.308520,0.564447,-0.294858
22.720,TARGET_1,0.113301,0.063133,0.106716,0.043582
22.720,TARGET_2,0.554601,-0.311009,0.571523,-0.305633
22.784,TARGET_1,0.115311,0.064719,0.129891,0.063439
22.784,TARGET_2,0.555199,-0.313498,0.539906,-0.322945
22.848,TARGET_1,0.117320,0.066305,0.121781,0.066101
22.848,TARGET_2,0.555797,-0.315988,0.564258,-0.335051
22.912,TARGET_1,0.119329,0.067892,0.099980,0.060297
22.912,TARGET_2,0.556395,-0.318477,0.573875,-0.336315
22.976,TARGET_1,0.121339,0.069478,0.126978,0.080376
22.976,TARGET_2,0.556993,-0.320966,0.540263,-0.324902
23.040,TARGET_1,0.123348,0.071064,0.108231,0.057091
23.040,TARGET_2,0.557591,-0.323455,0.549775,-0.335711
23.104,TARGET_1,0.125357,0.072650,0.135944,0.091281
23.104,TARGET_2,0.558189,-0.325944,0.547577,-0.327267
23.168,TARGET_1,0.127367,0.074237,0.114786,0.081678
23.168,TARGET_2,0.558787,-0.328434,0.539202,-0.321382
23.232,TARGET_1,0.129376,0.075823,0.145834,0.078126
23.232,TARGET_2,0.559384,-0.330923,0.575920,-0.334276
23.296,TARGET_1,0.131385,0.077409,0.124948,0.071425
23.296,TARGET_2,0.559982,-0.333412,0.550198,-0.337933
23.360,TARGET_1,0.133394,0.078996,0.151859,0.071069
23.360,TARGET_2,0.560580,-0.335901,0.567479,-0.350459
23.424,TARGET_1,0.135404,0.080582,0.126211,0.062127
23.424,TARGET_2,0.561178,-0.338390,0.560540,-0.334155
23.488,TARGET_1,0.137413,0.082168,0.126805,0.092517
23.488,TARGET_2,0.561776,-0.340880,0.552687,-0.360087
23.552,TARGET_1,0.139422,0.083754,0.150296,0.081908
23.552,TARGET_2,0.562374,-0.343369,0.556016,-0.357884
23.616,TARGET_1,0.141432,0.085341,0.125583,0.083533
23.616,TARGET_2,0.562972,-0.345858,0.551008,-0.349517
23.680,TARGET_1,0.143441,0.086927,0.140177,0.070125
23.680,TARGET_2,0.563570,-0.348347,0.573708,-0.365832
23.744,TARGET_1,0.145450,0.088513,0.154743,0.095250
23.744,TARGET_2,0.564168,-0.350836,0.556715,-0.344534
23.808,TARGET_1,0.147460,0.090100,0.142116,0.101280
23.808,TARGET_2,0.564766,-0.353325,0.550272,-0.368441
23.872,TARGET_1,0.149469,0.091686,0.167012,0.105260
23.872,TARGET_2,0.565364,-0.355815,0.569668,-0.342694
23.936,TARGET_1,0.151478,0.093272,0.142689,0.073914
23.936,TARGET_2,0.565962,-0.358304,0.575223,-0.349720
24.000,TARGET_1,0.153487,0.094859,0.140824,0.099040
24.000,TARGET_2,0.566560,-0.360793,0.551103,-0.380672
24.064,TARGET_1,0.155497,0.096445,0.150824,0.104538
24.064,TARGET_2,0.567158,-0.363282,0.549212,-0.362095
24.128,TARGET_1,0.157506,0.098031,0.164857,0.096345
24.128,TARGET_2,0.567756,-0.365771,0.584411,-0.376599
24.192,TARGET_1,0.159515,0.099617,0.164826,0.106505
24.192,TARGET_2,0.568354,-0.368261,0.567311,-0.356242
24.256,TARGET_1,0.161525,0.101204,0.167555,0.082620
24.256,TARGET_2,0.568952,-0.370750,0.560909,-0.387415
24.320,TARGET_1,0.163534,0.102790,0.144413,0.113951
24.320,TARGET_2,0.569550,-0.373239,0.587288,-0.385944
24.384,TARGET_1,0.165543,0.104376,0.171665,0.085404
24.384,TARGET_2,0.570148,-0.375728,0.550640,-0.361201
24.448,TARGET_1,0.167553,0.105963,0.147747,0.110672
24.448,TARGET_2,0.570746,-0.378217,0.582895,-0.387924
24.512,TARGET_1,0.169562,0.107549,0.153769,0.115738
24.512,TARGET_2,0.571343,-0.380707,0.578140,-0.384535
24.576,TARGET_1,0.171571,0.109135,0.153457,0.124051
24.576,TARGET_2,0.571941,-0.383196,0.582149,-0.376695
24.640,TARGET_1,0.173580,0.110721,0.188810,0.094567
24.640,TARGET_2,0.572539,-0.385685,0.563220,-0.384829
24.704,TARGET_1,0.175590,0.112308,0.167687,0.103951
24.704,TARGET_2,0.573137,-0.388174,0.590605,-0.374402
24.768,TARGET_1,0.177599,0.113894,0.159628,0.124155
24.768,TARGET_2,0.573735,-0.390663,0.586756,-0.407671
24.832,TARGET_1,0.179608,0.115480,0.176108,0.106634
24.832,TARGET_2,0.574333,-0.393152,0.559651,-0.395667
24.896,TARGET_1,0.181618,0.117067,0.191493,0.104479
24.896,TARGET_2,0.574931,-0.395642,0.561460,-0.389171
24.960,TARGET_1,0.183627,0.118653,0.180963,0.103653
24.960,TARGET_2,0.575529,-0.398131,0.559775,-0.407426
25.024,TARGET_1,0.185636,0.120239,0.171625,0.134649
25.024,TARGET_2,0.576127,-0.400620,0.587672,-0.383311
25.088,TARGET_1,0.187646,0.121825,0.203092,0.135769
25.088,TARGET_2,0.576725,-0.403109,0.558855,-0.383783
25.152,TARGET_1,0.189655,0.123412,0.193743,0.139303
25.152,TARGET_2,0.577323,-0.405598,0.594130,-0.404276
25.216,TARGET_1,0.191664,0.124998,0.208966,0.131849
25.216,TARGET_2,0.577921,-0.408088,0.565438,-0.415848
25.280,TARGET_1,0.193673,0.126584,0.207578,0.120017
25.280,TARGET_2,0.578519,-0.410577,0.583755,-0.403810
25.344,TARGET_1,0.195683,0.128171,0.202716,0.112780
25.344,TARGET_2,0.579117,-0.413066,0.577023,-0.396582
25.408,TARGET_1,0.197692,0.129757,0.193418,0.111714
25.408,TARGET_2,0.579715,-0.415555,0.564443,-0.423550
25.472,TARGET_1,0.199701,0.131343,0.203168,0.140374
25.472,TARGET_2,0.580313,-0.418044,0.573336,-0.400637
25.536,TARGET_1,0.201711,0.132929,0.221633,0.124066
25.536,TARGET_2,0.580911,-0.420534,0.564827,-0.402378
25.600,TARGET_1,0.203720,0.134516,0.185866,0.131266
25.600,TARGET_2,0.581509,-0.423023,0.594619,-0.439209
25.664,TARGET_1,0.205729,0.136102,0.197204,0.147906
25.664,TARGET_2,0.580676,-0.420602,0.573644,-0.433850
25.728,TARGET_1,0.207739,0.137688,0.190115,0.135831
25.728,TARGET_2,0.579843,-0.418181,0.582045,-0.420048
25.792,TARGET_1,0.209748,0.139275,0.209264,0.146625
25.792,TARGET_2,0.579010,-0.415760,0.568369,-0.413357
25.856,TARGET_1,0.211757,0.140861,0.231006,0.122084
25.856,TARGET_2,0.578178,-0.413340,0.594588,-0.401777
25.920,TARGET_1,0.213766,0.142447,0.205615,0.152587
25.920,TARGET_2,0.577345,-0.410919,0.585998,-0.410480
25.984,TARGET_1,0.215776,0.144033,0.216440,0.144590
25.984,TARGET_2,0.576512,-0.408498,0.573711,-0.404264
26.048,TARGET_1,0.217785,0.145620,0.232275,0.148532
26.048,TARGET_2,0.575680,-0.406077,0.555968,-0.406499
26.112,TARGET_1,0.219794,0.147206,0.229175,0.138364
26.112,TARGET_2,0.574847,-0.403656,0.564524,-0.393292
26.176,TARGET_1,0.221804,0.148792,0.237994,0.133981
26.176,TARGET_2,0.574014,-0.401236,0.582373,-0.381656
26.240,TARGET_1,0.223813,0.150379,0.213845,0.137784
26.240,TARGET_2,0.573182,-0.398815,0.579047,-0.390400
26.304,TARGET_1,0.225822,0.151965,0.243797,0.136644
26.304,TARGET_2,0.572349,-0.396394,0.589738,-0.412501
26.368,TARGET_1,0.227832,0.153551,0.228994,0.160495
26.368,TARGET_2,0.571516,-0.393973,0.584503,-0.397726
26.432,TARGET_1,0.229841,0.155138,0.237509,0.168826
26.432,TARGET_2,0.570683,-0.391553,0.573802,-0.384224
26.496,TARGET_1,0.231850,0.156724,0.224112,0.156313
26.496,TARGET_2,0.569851,-0.389132,0.576598,-0.377856
26.560,TARGET_1,0.233859,0.158310,0.233288,0.168835
26.560,TARGET_2,0.569018,-0.386711,0.577306,-0.398013
26.624,TARGET_1,0.235869,0.159896,0.221661,0.141134
26.624,TARGET_2,0.568185,-0.384290,0.577802,-0.368662
26.688,TARGET_1,0.237878,0.161483,0.256159,0.167379
26.688,TARGET_2,0.567353,-0.381869,0.550768,-0.393386
26.752,TARGET_1,0.239887,0.163069,0.224105,0.155842
26.752,TARGET_2,0.566520,-0.379449,0.560623,-0.373148
26.816,TARGET_1,0.241897,0.164655,0.251537,0.158989
26.816,TARGET_2,0.565687,-0.377028,0.578264,-0.385544
26.880,TARGET_1,0.243906,0.166242,0.245950,0.170207
26.880,TARGET_2,0.564854,-0.374607,0.575900,-0.384293
26.944,TARGET_1,0.245915,0.167828,0.239769,0.158410
26.944,TARGET_2,0.564022,-0.372186,0.548210,-0.357706
27.008,TARGET_1,0.247925,0.169414,0.230764,0.171802
27.008,TARGET_2,0.563189,-0.369765,0.566077,-0.384896
27.072,TARGET_1,0.249934,0.171000,0.235659,0.162015
27.072,TARGET_2,0.562356,-0.367345,0.549148,-0.368461
27.136,TARGET_1,0.251943,0.172587,0.253216,0.159901
