time,target,true_x,true_z,meas_x,meas_z,ekf_x,ekf_z
16.128,TARGET_1,-0.093656,-0.100255,-0.091729,-0.10627,-0.087895144512578,-0.10134362294656085
16.192,TARGET_1,-0.091647,-0.098669,-0.085113,-0.115568,-0.08565111554111259,-0.112201087761126
16.256,TARGET_1,-0.089638,-0.097082,-0.093585,-0.111797,-0.09186509906505436,-0.11195846853492179
16.32,TARGET_1,-0.087629,-0.095496,-0.079511,-0.078541,-0.08152737246778824,-0.0859591748391276
16.384,TARGET_1,-0.085619,-0.09391,-0.080766,-0.107551,-0.08068128711384859,-0.10240125990573873
16.448,TARGET_1,-0.08361,-0.092324,-0.065082,-0.090685,-0.06773952150715226,-0.09300150214627113
16.512,TARGET_1,-0.081601,-0.090737,-0.072448,-0.107728,-0.07099658657844253,-0.10416872552504707
16.576,TARGET_1,-0.079591,-0.089151,-0.089302,-0.098799,-0.08522641563236086,-0.1001276094394876
16.64,TARGET_1,-0.077582,-0.087565,-0.078269,-0.070133,-0.07928576095765238,-0.07691238072577819
16.704,TARGET_1,-0.075573,-0.085978,-0.087211,-0.101967,-0.08560230812663878,-0.0962147977069592
16.768,TARGET_1,-0.073563,-0.084392,-0.061298,-0.087277,-0.0660939723872856,-0.0890176371107181
16.832,TARGET_1,-0.071554,-0.082806,-0.081899,-0.070143,-0.07793424761894946,-0.07442702701413477
16.896,TARGET_1,-0.069545,-0.08122,-0.056007,-0.072458,-0.060065880703414176,-0.07245302876122299
16.96,TARGET_1,-0.067536,-0.079633,-0.059965,-0.077752,-0.05928603238792522,-0.07622658315848539
17.024,TARGET_1,-0.065526,-0.078047,-0.08124,-0.060872,-0.07605154385424506,-0.0643748081026596
17.088,TARGET_1,-0.063517,-0.076461,-0.081989,-0.092278,-0.08107484641656106,-0.0859799018096553
17.152,TARGET_1,-0.061508,-0.074874,-0.048175,-0.085694,-0.05505478057514303,-0.0853761614904457
17.216,TARGET_1,-0.059498,-0.073288,-0.067992,-0.057862,-0.06448207816647508,-0.06405171190419735
17.28,TARGET_1,-0.057489,-0.071702,-0.063304,-0.069177,-0.06321581268439343,-0.06778542982171054
17.344,TARGET_1,-0.05548,-0.070116,-0.057919,-0.073896,-0.058767253039463174,-0.0722661850512448
17.408,TARGET_1,-0.05347,-0.068529,-0.046388,-0.048744,-0.04817592618689048,-0.053672562615013936
17.472,TARGET_1,-0.051461,-0.066943,-0.067102,-0.068607,-0.06272528544041045,-0.06515342207412751
17.536,TARGET_1,-0.049452,-0.065357,-0.06344,-0.058087,-0.06306176660769233,-0.05962904118535028
17.6,TARGET_1,-0.047443,-0.06377,-0.05672,-0.047668,-0.057637222563777214,-0.050166246717834734
17.664,TARGET_1,-0.045433,-0.062184,-0.054682,-0.06325,-0.0550917346050996,-0.06004644740658312
17.728,TARGET_1,-0.043424,-0.060598,-0.059282,-0.077778,-0.058462287415115284,-0.07371932991280138
17.792,TARGET_1,-0.041415,-0.059012,-0.037521,-0.073736,-0.04179397633847566,-0.07341910468253243
17.856,TARGET_1,-0.039405,-0.057425,-0.059085,-0.045258,-0.05475697318515749,-0.05169266386409456
17.92,TARGET_1,-0.037396,-0.055839,-0.024515,-0.068587,-0.030657496372952918,-0.06413500570172789
17.984,TARGET_1,-0.035387,-0.054253,-0.027691,-0.069649,-0.02768726133187991,-0.06803236579433483
18.048,TARGET_1,-0.033377,-0.052666,-0.016343,-0.057488,-0.017862175011165472,-0.059400463781795435
18.112,TARGET_1,-0.031368,-0.05108,-0.034385,-0.052305,-0.030111396592720087,-0.053679457166413175
18.176,TARGET_1,-0.029359,-0.049494,-0.029771,-0.036859,-0.029118850123551934,-0.0403468000719875
18.24,TARGET_1,-0.02735,-0.047908,-0.031658,-0.039982,-0.030566143927622004,-0.039750630687078216
18.304,TARGET_1,-0.02534,-0.046321,-0.040622,-0.040944,-0.03814792025672782,-0.04057789931654038
18.368,TARGET_1,-0.023331,-0.044735,-0.035661,-0.043438,-0.036055539968450276,-0.04264887710158509
18.432,TARGET_1,-0.021322,-0.043149,-0.001748,-0.047911,-0.00872119051387013,-0.04600540614922171
18.496,TARGET_1,-0.019312,-0.041562,-0.021685,-0.031022,-0.018053498603320443,-0.03409149128372021
18.56,TARGET_1,-0.017303,-0.039976,-0.015995,-0.020939,-0.015645901660780975,-0.023406165855793477
18.624,TARGET_1,-0.015294,-0.03839,-0.014624,-0.05727,-0.01477537520400786,-0.04940997036455101
18.688,TARGET_1,-0.013284,-0.036804,-0.024174,-0.04432,-0.02200533629248063,-0.0455312903158368
18.752,TARGET_1,-0.011275,-0.035217,-0.014446,-0.046497,-0.016002101395957716,-0.046137243744186096
18.816,TARGET_1,-0.009266,-0.033631,-0.008025,-0.034543,-0.009299446370656207,-0.03689340636839194
18.88,TARGET_1,-0.007257,-0.032045,0.003341,-0.031396,0.0012779314918040935,-0.03212953614315882
18.944,TARGET_1,-0.005247,-0.030458,0.011808,-0.026398,0.010439262574869866,-0.02706759555320062
19.008,TARGET_1,-0.003238,-0.028872,0.012215,-0.046623,0.012412983565241956,-0.04179501688763207
19.072,TARGET_1,-0.001229,-0.027286,-0.017192,-0.034059,-0.01054255537171312,-0.035956197038359415
19.136,TARGET_1,0.000781,-0.025699,-0.015824,-0.037397,-0.014833151307524477,-0.03720505077877854
19.2,TARGET_1,0.00279,-0.024113,-0.007373,-0.007187,-0.008525995964954148,-0.01386539778882484
19.264,TARGET_1,0.004799,-0.022527,0.024279,-0.023095,0.017797730039913764,-0.020241219040160734
19.328,TARGET_1,0.006809,-0.020941,0.0061,-0.002022,0.009618421345249279,-0.005751718711329786
19.392,TARGET_1,0.008818,-0.019354,-0.009845,-0.03584,-0.005689656139442948,-0.029112980022744206
19.456,TARGET_1,0.010827,-0.017768,0.007294,-0.007472,0.00488205244339897,-0.012173185635247736
19.52,TARGET_1,0.012836,-0.016182,-0.003444,-0.034098,-0.0017460878302496203,-0.029121514742129553
19.584,TARGET_1,0.014846,-0.014595,0.026525,-0.026209,0.02074504120040859,-0.026423129226118367
19.648,TARGET_1,0.016855,-0.013009,0.004877,-0.031273,0.008548443427037844,-0.030157174733006144
19.712,TARGET_1,0.018864,-0.011423,0.012397,-0.010764,0.012030447654519678,-0.015009968089650596
19.776,TARGET_1,0.020874,-0.009837,0.017688,0.000703,0.01717764987629135,-0.002503414321422065
19.84,TARGET_1,0.022883,-0.00825,0.028833,-0.014623,0.026869997652777942,-0.011378628432860347
19.904,TARGET_1,0.024892,-0.006664,0.03827,0.012771,0.03698124410713499,0.007917476662752589
19.968,TARGET_1,0.026902,-0.005078,0.017103,0.001687,0.02204952344209531,0.0033761233727116775
20.032,TARGET_1,0.028911,-0.003491,0.03514,-0.014845,0.032559198790459834,-0.010337052734719332
20.096,TARGET_1,0.03092,-0.001905,0.042857,-0.010506,0.0411630097103329,-0.01007869392297023
20.16,TARGET_1,0.032929,-0.000319,0.031588,0.018772,0.03454308164478101,0.012473460815659553
20.224,TARGET_1,0.034939,0.001267,0.028156,0.015899,0.03009067627256213,0.01540466646051578
20.288,TARGET_1,0.036948,0.002854,0.040207,0.011625,0.03847071078811673,0.01291305056748701
20.352,TARGET_1,0.038957,0.00444,0.048504,0.012667,0.04694778172747418,0.013217400110876095
20.416,TARGET_1,0.040967,0.006026,0.042419,0.000226,0.04374797851526381,0.003399414213878729
20.48,TARGET_1,0.042976,0.007613,0.034878,-0.009849,0.03674701959034097,-0.006880082161641996
20.544,TARGET_1,0.044985,0.009199,0.053013,0.005991,0.04984943889540021,0.003343780194864531
20.608,TARGET_1,0.046995,0.010785,0.040761,-0.003814,0.042894830712781606,-0.0021366020334147038
20.672,TARGET_1,0.049004,0.012371,0.029673,0.02665,0.03294588711950215,0.020005211854904028
20.736,TARGET_1,0.051013,0.013958,0.03417,0.019996,0.03405158442339098,0.02009759762377612
20.8,TARGET_1,0.053022,0.015544,0.067511,0.01265,0.06069568628330717,0.01499749646438782
20.864,TARGET_1,0.055032,0.01713,0.054693,0.001105,0.0563930136815134,0.004491837713721327
20.928,TARGET_1,0.057041,0.018717,0.038591,0.02857,0.042920644639702715,0.023054265937583147
20.992,TARGET_1,0.05905,0.020303,0.055512,0.023244,0.05312293332014667,0.023534847967580184
21.056,TARGET_1,0.06106,0.021889,0.076477,0.039514,0.07240444579489143,0.03661294867626802
21.12,TARGET_1,0.063069,0.023475,0.070443,0.013249,0.07149236759043834,0.018924354873982845
21.184,TARGET_1,0.065078,0.025062,0.065742,0.04253,0.06782819679084412,0.03745957793955711
21.248,TARGET_1,0.067088,0.026648,0.065959,0.024976,0.06673556064740492,0.02806906225654977
21.312,TARGET_1,0.069097,0.028234,0.056519,0.023007,0.05884330576254923,0.0241531784887552
21.376,TARGET_1,0.071106,0.029821,0.078231,0.028204,0.07438946935073991,0.027642892637734666
21.44,TARGET_1,0.073115,0.031407,0.084022,0.016088,0.08234664203778845,0.019093024668701112
21.504,TARGET_1,0.075125,0.032993,0.075147,0.042538,0.07745376586314795,0.03740987215219884
21.568,TARGET_1,0.077134,0.03458,0.073077,0.033075,0.07439348530613381,0.034260848392497815
21.632,TARGET_1,0.079143,0.036166,0.063355,0.01632,0.06557942183316162,0.020303997935912366
21.696,TARGET_1,0.081153,0.037752,0.067656,0.052825,0.06761831699456057,0.04545430032431075
21.76,TARGET_1,0.083162,0.039338,0.080288,0.050538,0.07806986758446116,0.049755145210865034
21.824,TARGET_1,0.085171,0.040925,0.065411,0.038174,0.0683283937163843,0.040851398353838844
21.888,TARGET_1,0.087181,0.042511,0.071194,0.047719,0.07080506184846816,0.04626012926785218
21.952,TARGET_1,0.08919,0.044097,0.097197,0.057328,0.09224845568925033,0.05539168140724604
22.016,TARGET_1,0.091199,0.045684,0.091175,0.025852,0.0918021307009078,0.03284047950607032
22.08,TARGET_1,0.093208,0.04727,0.111614,0.030278,0.1080249228500504,0.031305611089760405
22.144,TARGET_1,0.095218,0.048856,0.112206,0.057285,0.11248730816875514,0.05178593374457992
22.208,TARGET_1,0.097227,0.050442,0.104528,0.060204,0.10719905093251134,0.058709903389057114
22.272,TARGET_1,0.099236,0.052029,0.115176,0.032626,0.11391761687540855,0.038914248604818874
22.336,TARGET_1,0.101246,0.053615,0.093606,0.06988,0.0986215664145122,0.06283319373908831
22.4,TARGET_1,0.103255,0.055201,0.106919,0.049665,0.10531358678500728,0.05291672965062871
22.464,TARGET_1,0.105264,0.056788,0.097854,0.063076,0.0998034481839782,0.06080655702012548
22.528,TARGET_1,0.107274,0.058374,0.102239,0.067264,0.10204458611290398,0.0659513326231169
22.592,TARGET_1,0.109283,0.05996,0.122137,0.050979,0.11810714148971599,0.05483636748718015
22.656,TARGET_1,0.111292,0.061546,0.110947,0.064275,0.11304655370333533,0.062294033959994576
22.72,TARGET_1,0.113301,0.063133,0.106716,0.043582,0.10806705183798766,0.0478791050461663
22.784,TARGET_1,0.115311,0.064719,0.129891,0.063439,0.1257330282328993,0.06027227379848908
22.848,TARGET_1,0.11732,0.066305,0.121781,0.066101,0.12329553731623313,0.06504469273370436
22.912,TARGET_1,0.119329,0.067892,0.09998,0.060297,0.10511352987493922,0.06125860399756921
22.976,TARGET_1,0.121339,0.069478,0.126978,0.080376,0.12277033127849678,0.0763862012132108
23.04,TARGET_1,0.123348,0.071064,0.108231,0.057091,0.11143405437029566,0.06148186832720155
23.104,TARGET_1,0.125357,0.07265,0.135944,0.091281,0.1314700658383486,0.08495635433502156
23.168,TARGET_1,0.127367,0.074237,0.114786,0.081678,0.11892533456539794,0.08258772580505677
23.232,TARGET_1,0.129376,0.075823,0.145834,0.078126,0.14064061744884787,0.07974545755534893
23.296,TARGET_1,0.131385,0.077409,0.124948,0.071425,0.12878028548992257,0.07344377302038678
23.36,TARGET_1,0.133394,0.078996,0.151859,0.071069,0.1474379701890139,0.07210175326226169
23.424,TARGET_1,0.135404,0.080582,0.126211,0.062127,0.13102250916722621,0.06438239139940648
23.488,TARGET_1,0.137413,0.082168,0.126805,0.092517,0.12812576374305829,0.08608487316070197
23.552,TARGET_1,0.139422,0.083754,0.150296,0.081908,0.14599313048377724,0.08332253319310765
23.616,TARGET_1,0.141432,0.085341,0.125583,0.083533,0.13031531280253375,0.08348239066056118
23.68,TARGET_1,0.143441,0.086927,0.140177,0.070125,0.13806796474498978,0.07335275243766733
23.744,TARGET_1,0.14545,0.088513,0.154743,0.09525,0.151895944449339,0.09064186224506648
23.808,TARGET_1,0.14746,0.0901,0.142116,0.10128,0.14496982345267143,0.0991191944551274
23.872,TARGET_1,0.149469,0.091686,0.167012,0.10526,0.16317443201331605,0.10453706744335792
23.936,TARGET_1,0.151478,0.093272,0.142689,0.073914,0.14735005617240013,0.0808756944702132
24.0,TARGET_1,0.153487,0.094859,0.140824,0.09904,0.1424778812337729,0.094849852585748
24.064,TARGET_1,0.155497,0.096445,0.150824,0.104538,0.14939977814561126,0.1025180151416669
24.128,TARGET_1,0.157506,0.098031,0.164857,0.096345,0.16202899402815454,0.09815879098619805
24.192,TARGET_1,0.159515,0.099617,0.164826,0.106505,0.16499015280915766,0.10493759005524411
24.256,TARGET_1,0.161525,0.101204,0.167555,0.08262,0.1673775145899512,0.0879713151109285
24.32,TARGET_1,0.163534,0.10279,0.144413,0.113951,0.1497408725963756,0.10789286770509579
24.384,TARGET_1,0.165543,0.104376,0.171665,0.085404,0.16696857296869916,0.09087775832144596
24.448,TARGET_1,0.167553,0.105963,0.147747,0.110672,0.1522029208130647,0.10602562093564807
24.512,TARGET_1,0.169562,0.107549,0.153769,0.115738,0.15364282061590778,0.11358001629100384
24.576,TARGET_1,0.171571,0.109135,0.153457,0.124051,0.15383079795869414,0.12176397940501649
24.64,TARGET_1,0.17358,0.110721,0.18881,0.094567,0.18155990711344294,0.10140599492803568
24.704,TARGET_1,0.17559,0.112308,0.167687,0.103951,0.17118534802611715,0.10348613459610723
24.768,TARGET_1,0.177599,0.113894,0.159628,0.124155,0.16256972131378583,0.11945404082652886
24.832,TARGET_1,0.179608,0.11548,0.176108,0.106634,0.17337438081719353,0.10986253390755313
24.896,TARGET_1,0.181618,0.117067,0.191493,0.104479,0.1880863188218997,0.10615664480416254
24.96,TARGET_1,0.183627,0.118653,0.180963,0.103653,0.18297916419558527,0.10440682622758679
25.024,TARGET_1,0.185636,0.120239,0.171625,0.134649,0.17472925264867345,0.12782666618040422
25.088,TARGET_1,0.187646,0.121825,0.203092,0.135769,0.19784222018531727,0.13467928038303303
25.152,TARGET_1,0.189655,0.123412,0.193743,0.139303,0.1956305056761294,0.13877995507637553
25.216,TARGET_1,0.191664,0.124998,0.208966,0.131849,0.20697763635925157,0.1340478434832301
25.28,TARGET_1,0.193673,0.126584,0.207578,0.120017,0.20817326177874468,0.12357948137670749
25.344,TARGET_1,0.195683,0.128171,0.202716,0.11278,0.20431114594445893,0.11541001164345635
25.408,TARGET_1,0.197692,0.129757,0.193418,0.111714,0.19586850725812177,0.11253445007948493
25.472,TARGET_1,0.199701,0.131343,0.203168,0.140374,0.20211915189376262,0.13412775941864183
25.536,TARGET_1,0.201711,0.132929,0.221633,0.124066,0.21802911738171737,0.12682309745187154
25.6,TARGET_1,0.20372,0.134516,0.185866,0.131266,0.19304066863829522,0.13013045783525012
25.664,TARGET_1,0.205729,0.136102,0.197204,0.147906,0.19656145491940996,0.1438872782750064
25.728,TARGET_1,0.207739,0.137688,0.190115,0.135831,0.19148363700238039,0.1376535669731752
25.792,TARGET_1,0.209748,0.139275,0.209264,0.146625,0.20578739174527205,0.14483938256459614
25.856,TARGET_1,0.211757,0.140861,0.231006,0.122084,0.22605594280280653,0.12782466137398138
25.92,TARGET_1,0.213766,0.142447,0.205615,0.152587,0.21073352565989428,0.14701815824386008
25.984,TARGET_1,0.215776,0.144033,0.21644,0.14459,0.2156240168428285,0.14541599239029931
26.048,TARGET_1,0.217785,0.14562,0.232275,0.148532,0.2293934980495434,0.14830223433355746
26.112,TARGET_1,0.219794,0.147206,0.229175,0.138364,0.22983232179670893,0.14094751259789334
26.176,TARGET_1,0.221804,0.148792,0.237994,0.133981,0.23681095337553007,0.13591171421327713
26.24,TARGET_1,0.223813,0.150379,0.213845,0.137784,0.2190333007217925,0.13729049031236376
26.304,TARGET_1,0.225822,0.151965,0.243797,0.136644,0.23882815101944344,0.13716785694754324
26.368,TARGET_1,0.227832,0.153551,0.228994,0.160495,0.23185101077917886,0.15532076935641811
26.432,TARGET_1,0.229841,0.155138,0.237509,0.168826,0.23705541131816352,0.16612641632018138
26.496,TARGET_1,0.23185,0.156724,0.224112,0.156313,0.2272339048034558,0.15865731337172922
26.56,TARGET_1,0.233859,0.15831,0.233288,0.168835,0.2324255409960478,0.1667518656648163
26.624,TARGET_1,0.235869,0.159896,0.221661,0.141134,0.22381493224916013,0.14691350419776142
26.688,TARGET_1,0.237878,0.161483,0.256159,0.167379,0.24980248472415229,0.16320879579838105
26.752,TARGET_1,0.239887,0.163069,0.224105,0.155842,0.22993289987634247,0.15748577078981219
26.816,TARGET_1,0.241897,0.164655,0.251537,0.158989,0.24723123059650476,0.1590260672291802
26.88,TARGET_1,0.243906,0.166242,0.24595,0.170207,0.24689437899529054,0.16793444372020563
26.944,TARGET_1,0.245915,0.167828,0.239769,0.15841,0.24157807543586718,0.16070710295095678
27.008,TARGET_1,0.247925,0.169414,0.230764,0.171802,0.23332843867790182,0.1692269881140622
27.072,TARGET_1,0.249934,0.171,0.235659,0.162015,0.23512257891744914,0.16371057685841028
27.136,TARGET_1,0.251943,0.172587,0.253216,0.159901,0.24950199670596426,0.16108132049099969
27.2,TARGET_1,0.253952,0.174173,0.252998,0.174207,0.2528650162511053,0.17151015848893908
27.264,TARGET_1,0.255962,0.175759,0.246105,0.16439,0.24787652158214293,0.16615845458785472
27.328,TARGET_1,0.257971,0.177346,0.274099,0.178829,0.26922811167147287,0.17656165980480212
27.392,TARGET_1,0.25998,0.178932,0.25239,0.169671,0.2565672964002191,0.17142420896332583
27.456,TARGET_1,0.26199,0.180518,0.264326,0.175569,0.2631548328591842,0.17495827175761475
27.52,TARGET_1,0.263999,0.182104,0.282225,0.183567,0.2789997905939241,0.1822391349163953
27.584,TARGET_1,0.266008,0.183691,0.271627,0.201366,0.27431517633067,0.1975593257981522
27.648,TARGET_1,0.268018,0.185277,0.254983,0.171234,0.2593141463914218,0.17720622252583187
27.712,TARGET_1,0.270027,0.186863,0.251062,0.176815,0.2527514874994059,0.17675910029418246
27.776,TARGET_1,0.272036,0.18845,0.266297,0.174063,0.2633212649587019,0.17481581994312712
27.84,TARGET_1,0.274045,0.190036,0.254341,0.177576,0.2563266967059094,0.17685631083426998
27.904,TARGET_1,0.276055,0.191622,0.260082,0.17358,0.2591951867655307,0.17434402162647722
27.968,TARGET_1,0.278064,0.193208,0.264347,0.21078,0.26394741577561626,0.2027353762009315
28.032,TARGET_1,0.280073,0.194795,0.265573,0.180367,0.2653780749859753,0.18568564158684606
28.096,TARGET_1,0.282083,0.196381,0.274672,0.176427,0.2728482217802338,0.1787844281239919
28.16,TARGET_1,0.284092,0.197967,0.279354,0.187958,0.27847188110467924,0.18615354568230447
28.224,TARGET_1,0.286101,0.199554,0.294149,0.21381,0.29191547216858804,0.20813653172040503
28.288,TARGET_1,0.288111,0.20114,0.272386,0.191744,0.2771179463951065,0.1956498903755875
28.352,TARGET_1,0.285684,0.201956,0.271941,0.19213,0.2732346784981639,0.19299813063640198
28.416,TARGET_1,0.283258,0.202773,0.273172,0.191346,0.27326876821212376,0.19177873527982983
28.48,TARGET_1,0.280832,0.203589,0.280954,0.18846,0.27941213942515225,0.18938259409944003
28.544,TARGET_1,0.278405,0.204406,0.291401,0.224136,0.2897595888350047,0.2166453366443163
28.608,TARGET_1,0.275979,0.205222,0.257358,0.189142,0.26427825904760427,0.19516769423582422
28.672,TARGET_1,0.273553,0.206039,0.273359,0.214526,0.2715561516743741,0.21017144606336197
28.736,TARGET_1,0.271126,0.206855,0.256257,0.214654,0.2595913743184444,0.21346669527836706
28.8,TARGET_1,0.2687,0.207672,0.257843,0.214412,0.2580794213691777,0.21409516257642744
28.864,TARGET_1,0.266274,0.208488,0.285646,0.191785,0.27953012364980706,0.19719951519999435
28.928,TARGET_1,0.263847,0.209305,0.248186,0.227085,0.2552859617681618,0.21994528831537985
28.992,TARGET_1,0.261421,0.210121,0.260947,0.210052,0.2594900278619672,0.21229039675236325
29.056,TARGET_1,0.258995,0.210938,0.249283,0.216129,0.25133320469414966,0.21501705742350122
29.12,TARGET_1,0.256569,0.211754,0.244541,0.20309,0.2454644973732472,0.20546947402872803
29.184,TARGET_1,0.254142,0.212571,0.269633,0.219337,0.26445164181661107,0.21638549638359075
29.248,TARGET_1,0.251716,0.213387,0.250301,0.21507,0.2533964497704392,0.215239116745789
29.312,TARGET_1,0.24929,0.214204,0.24836,0.207609,0.2491486399243788,0.20914855861779608
29.376,TARGET_1,0.246863,0.21502,0.253115,0.212099,0.25207775978730235,0.2113389401809196
29.44,TARGET_1,0.244437,0.215837,0.227253,0.208862,0.23217069327262485,0.20887140064885348
29.504,TARGET_1,0.242011,0.216653,0.243427,0.198632,0.2403313407918653,0.20069793867395982
29.568,TARGET_1,0.239584,0.21747,0.247796,0.216938,0.24612819976599126,0.2132059980409118
29.632,TARGET_1,0.237158,0.218286,0.246765,0.198872,0.24633854606434868,0.202048327650545
29.696,TARGET_1,0.234732,0.219102,0.253188,0.205504,0.25165635700792033,0.20474213776132352
29.76,TARGET_1,0.232306,0.219919,0.228263,0.223181,0.233439436346817,0.2186542009740403
29.824,TARGET_1,0.229879,0.220735,0.235389,0.206969,0.2345672974294116,0.20946467201893115
29.888,TARGET_1,0.227453,0.221552,0.242212,0.219485,0.2405466710936332,0.21722362993887387
29.952,TARGET_1,0.225027,0.222368,0.227145,0.216376,0.2299161307673466,0.2163284127979962
30.016,TARGET_1,0.2226,0.223185,0.226572,0.209677,0.22689574097319284,0.2109299753460364
30.08,TARGET_1,0.220174,0.224001,0.219017,0.240321,0.22082818146776287,0.23344786042945145
30.144,TARGET_1,0.217748,0.224818,0.202512,0.211029,0.20576076616450226,0.2156543787210863
30.208,TARGET_1,0.215321,0.225634,0.201417,0.210852,0.20151220977111892,0.21141758834830857
30.272,TARGET_1,0.212895,0.226451,0.198944,0.222593,0.19889114991206436,0.21964745734756647
30.336,TARGET_1,0.210469,0.227267,0.211636,0.244378,0.20887559881609752,0.23878473327530345
30.4,TARGET_1,0.208042,0.228084,0.222047,0.236611,0.2194209125639323,0.2373449300705121
30.464,TARGET_1,0.205616,0.2289,0.185874,0.245575,0.19306221047933056,0.24333058045918193
30.528,TARGET_1,0.20319,0.229717,0.189801,0.234918,0.18994554195414826,0.2365675926279739
30.592,TARGET_1,0.200764,0.230533,0.216279,0.216288,0.21015891370426062,0.2210028040443144
30.656,TARGET_1,0.198337,0.23135,0.191524,0.250352,0.19578658269602175,0.2434163812009963
30.72,TARGET_1,0.195911,0.232166,0.212965,0.229449,0.20913067623591974,0.23283453082475722
30.784,TARGET_1,0.193485,0.232983,0.192391,0.213156,0.19555934784062906,0.2173177295629598
30.848,TARGET_1,0.191058,0.233799,0.211057,0.22797,0.20761030842980288,0.22558614417160555
30.912,TARGET_1,0.188632,0.234616,0.182981,0.222391,0.18797414782185803,0.22267766423899535
30.976,TARGET_1,0.186206,0.235432,0.202713,0.248653,0.19965208793216077,0.24282896040567511
31.04,TARGET_1,0.183779,0.236249,0.173791,0.242331,0.17919637663404958,0.24208627853860554
31.104,TARGET_1,0.181353,0.237065,0.174159,0.231101,0.17459196279978928,0.2332640530942589
31.168,TARGET_1,0.178927,0.237882,0.194784,0.223882,0.18997704736308715,0.2259788869988015
31.232,TARGET_1,0.1765,0.238698,0.187722,0.251621,0.18847329262680748,0.24576393668600158
31.296,TARGET_1,0.174074,0.239515,0.179905,0.250978,0.18186466124941877,0.24972581864287466
31.36,TARGET_1,0.171648,0.240331,0.188856,0.222129,0.1869259332379872,0.22842794557702797
31.424,TARGET_1,0.169222,0.241148,0.176625,0.231993,0.17859301027568397,0.23089797728277528
31.488,TARGET_1,0.166795,0.241964,0.178176,0.25406,0.17832974019222483,0.24868653618476352
31.552,TARGET_1,0.164369,0.24278,0.160464,0.256147,0.16418405714044979,0.2541489955264374
31.616,TARGET_1,0.161943,0.243597,0.148489,0.247267,0.15122650051947142,0.2483942614308171
31.68,TARGET_1,0.159516,0.244413,0.174528,0.254909,0.1692574381020317,0.25346051824259924
31.744,TARGET_1,0.15709,0.24523,0.146832,0.263938,0.1515293874669921,0.2611899789158552
31.808,TARGET_1,0.154664,0.246046,0.154032,0.248407,0.15294501773549624,0.25113128002444635
31.872,TARGET_1,0.152237,0.246863,0.141487,0.247492,0.14333931929729804,0.2478977181334084
31.936,TARGET_1,0.149811,0.247679,0.155841,0.256832,0.15282936329287278,0.2547025629621936
32.0,TARGET_1,0.147385,0.248496,0.134029,0.246492,0.1375131338419335,0.24792949798309658
32.064,TARGET_1,0.144959,0.249312,0.152996,0.236842,0.14906041385635596,0.2392141943281114
32.128,TARGET_1,0.142532,0.250129,0.15635,0.263548,0.15494981883365336,0.2580539280613759
32.192,TARGET_1,0.140106,0.250945,0.154244,0.242976,0.15427101666518409,0.24643256222974239
32.256,TARGET_1,0.13768,0.251762,0.152687,0.249223,0.1529935884982693,0.24853376675281433
32.32,TARGET_1,0.135253,0.252578,0.128573,0.25405,0.13356008431682867,0.25235718889244424
32.384,TARGET_1,0.132827,0.253395,0.146659,0.240943,0.14332620192371284,0.24344620568144762
32.448,TARGET_1,0.130401,0.254211,0.134741,0.264573,0.13657864531080896,0.25954401405308314
32.512,TARGET_1,0.127974,0.255028,0.133295,0.246897,0.1335774493841683,0.24959592459221044
32.576,TARGET_1,0.125548,0.255844,0.135809,0.241146,0.134860943332428,0.24288355383796528
32.64,TARGET_1,0.123122,0.256661,0.136071,0.274953,0.13602115965416442,0.267608744743291
32.704,TARGET_1,0.120695,0.257477,0.138668,0.263872,0.13817155517791724,0.26480884845019886
32.768,TARGET_1,0.118269,0.258294,0.108929,0.266549,0.11494446808277803,0.2657277983314855
32.832,TARGET_1,0.115843,0.25911,0.098575,0.25276,0.10112978323681097,0.25515246528341906
32.896,TARGET_1,0.113417,0.259927,0.123323,0.255616,0.11793831731848792,0.2553292174486674
32.96,TARGET_1,0.11099,0.260743,0.108685,0.279135,0.11063440904359823,0.27348976277034936
33.024,TARGET_1,0.108564,0.26156,0.120238,0.272474,0.11808790059534954,0.2727622448603699
33.088,TARGET_1,0.106138,0.262376,0.114576,0.262037,0.11513420925626268,0.26441931941357916
33.152,TARGET_1,0.103711,0.263193,0.10723,0.272739,0.10878868959609746,0.2706443832691702
33.216,TARGET_1,0.101285,0.264009,0.113786,0.249639,0.1122149680694336,0.2543571875715322
33.28,TARGET_1,0.098859,0.264825,0.080451,0.251236,0.08649835522842123,0.25125638075543505
33.344,TARGET_1,0.096432,0.265642,0.080339,0.285641,0.08104263220531828,0.2774992091575537
33.408,TARGET_1,0.094006,0.266458,0.111687,0.260895,0.10481572045249445,0.26479242070556513
33.472,TARGET_1,0.09158,0.267275,0.094286,0.260681,0.0963787730592668,0.2614971768350085
33.536,TARGET_1,0.089154,0.268091,0.080376,0.256666,0.08325766437905176,0.2574420069783771
33.6,TARGET_1,0.086727,0.268908,0.076223,0.268745,0.0771530618144697,0.2658400806257824
33.664,TARGET_1,0.084301,0.269724,0.09066,0.28442,0.08761907988950168,0.2801634426954598
33.728,TARGET_1,0.081875,0.270541,0.086834,0.268569,0.0868233199508188,0.2712213572468809
33.792,TARGET_1,0.079448,0.271357,0.093398,0.254857,0.09177044441362062,0.25866182364981594
33.856,TARGET_1,0.077022,0.272174,0.071413,0.290045,0.07573992901809562,0.28254028078760446
