time,target,true_x,true_z,meas_x,meas_z,ekf_x,ekf_z
33.92,TARGET_1,0.074596,0.27299,0.073202,0.262417,0.07315215525148983,0.26691531530525536
33.984,TARGET_1,0.072169,0.273807,0.089404,0.265628,0.08569510875496684,0.26594833543619134
34.048,TARGET_1,0.069743,0.274623,0.080478,0.289174,0.08178414408584503,0.2837632434863669
34.112,TARGET_1,0.067317,0.27544,0.068923,0.286747,0.07155411285947365,0.2859122430107197
34.176,TARGET_1,0.06489,0.276256,0.06844,0.293754,0.06891172167713652,0.2918285928494746
34.24,TARGET_1,0.062464,0.277073,0.046298,0.285201,0.05046162436232129,0.2863682615991832
34.304,TARGET_1,0.060038,0.277889,0.055158,0.285237,0.05342540558265573,0.28527772641560434
34.368,TARGET_1,0.057612,0.278706,0.050595,0.259576,0.05027849084623682,0.26517236967813484
34.432,TARGET_1,0.055185,0.279522,0.050579,0.262065,0.04972630758354663,0.26242550932413833
34.496,TARGET_1,0.052759,0.280339,0.03315,0.286644,0.03612012625640523,0.28069917656715165
34.56,TARGET_1,0.050333,0.281155,0.068559,0.295943,0.06159972222460893,0.29263535176068045
34.624,TARGET_1,0.047906,0.281972,0.0421,0.277772,0.04605841188065693,0.28106010150634875
34.688,TARGET_1,0.04548,0.282788,0.0639,0.28075,0.06003970932092241,0.2809187041052302
34.752,TARGET_1,0.043054,0.283605,0.041917,0.280327,0.045619849504399394,0.2802964458349502
34.816,TARGET_1,0.040627,0.284421,0.034377,0.266445,0.036098454220986766,0.269399751413568
34.88,TARGET_1,0.038201,0.285238,0.057935,0.284088,0.05313376069562216,0.28076937818425013
34.944,TARGET_1,0.035775,0.286054,0.047768,0.297975,0.04910385750271827,0.2939658575954348
35.008,TARGET_1,0.033348,0.28687,0.045886,0.292642,0.04657145316166427,0.29293164796167365
35.072,TARGET_1,0.030922,0.287687,0.033888,0.27917,0.03619458669946008,0.2821992575068192
35.136,TARGET_1,0.028496,0.288503,0.046428,0.299798,0.044163398655465196,0.2957289765137034
35.2,TARGET_1,0.02607,0.28932,0.021621,0.30167,0.02610458790787619,0.3000607057056887
35.264,TARGET_1,0.023643,0.290136,0.024674,0.290989,0.024336926408993913,0.29292631471527475
35.328,TARGET_1,0.021217,0.290953,0.020947,0.278806,0.020922394852843952,0.28185173004066716
35.392,TARGET_1,0.018791,0.291769,0.034732,0.309686,0.03166788035341708,0.30329578125243295
35.456,TARGET_1,0.016364,0.292586,0.029977,0.28453,0.030126077117504868,0.2888634610891683
35.52,TARGET_1,0.013938,0.293402,0.029224,0.30879,0.029430014202882444,0.30412202105778396
35.584,TARGET_1,0.011512,0.294219,0.006983,0.277305,0.011086329606349515,0.2833174513725375
35.648,TARGET_1,0.009085,0.295035,-0.006172,0.307054,-0.0033693269634398207,0.3012875217867727
35.712,TARGET_1,0.006659,0.295852,0.007431,0.28902,0.004290753325752761,0.29172105118251135
35.776,TARGET_1,0.004233,0.296668,0.006807,0.290477,0.005710693017876221,0.2906518251198203
35.84,TARGET_1,0.001807,0.297485,0.006009,0.278889,0.005402501045359821,0.281501833870324
35.904,TARGET_1,-0.00062,0.298301,-0.016469,0.298719,-0.012481548990517052,0.29444163279958563
35.968,TARGET_1,-0.003046,0.299118,0.00366,0.292366,-0.00034153570545284936,0.29279157348350926
36.032,TARGET_1,-0.005472,0.299934,-0.013977,0.296502,-0.011601258574379499,0.29546539555601625
36.096,TARGET_1,-0.007899,0.300751,-0.020389,0.285044,-0.01936030695026527,0.28725461676030845
36.16,TARGET_1,-0.010325,0.301567,-0.022522,0.310018,-0.022529043977571717,0.30462366841349997
36.224,TARGET_1,-0.012751,0.302384,-0.031588,0.291562,-0.03054992866741479,0.29442957862556657
36.288,TARGET_1,-0.015178,0.3032,-0.018198,0.308331,-0.021359814313147006,0.3050858498487556
36.352,TARGET_1,-0.017604,0.304017,-0.018043,0.29952,-0.01905529261551446,0.3007869171459031
36.416,TARGET_1,-0.02003,0.304833,-0.031863,0.309796,-0.02955207492214652,0.3075948980357234
36.48,TARGET_1,-0.022457,0.30565,-0.023479,0.308369,-0.025153480626108164,0.30815758778222857
36.544,TARGET_1,-0.024883,0.306466,-0.019603,0.313447,-0.02091811606077379,0.3122091050769114
36.608,TARGET_1,-0.027309,0.307283,-0.01521,0.293332,-0.016468151692350465,0.29776465725397167
36.672,TARGET_1,-0.029735,0.308099,-0.0482,0.295419,-0.04202005434198859,0.29580992580054055
36.736,TARGET_1,-0.032162,0.308915,-0.027106,0.314308,-0.0307304873225463,0.31001018907526295
36.8,TARGET_1,-0.034588,0.309732,-0.035606,0.310344,-0.0349069861142495,0.3102324004054671
36.864,TARGET_1,-0.037014,0.310548,-0.017566,0.329768,-0.02120447476773695,0.32523861450127634
36.928,TARGET_1,-0.039441,0.311365,-0.046406,0.297766,-0.04137145153400014,0.3041630209437963
36.992,TARGET_1,-0.041867,0.312181,-0.042483,0.315672,-0.04278771034812796,0.3129740179957758
37.056,TARGET_1,-0.044293,0.312998,-0.062294,0.313538,-0.059004082917730544,0.3133998857654111
37.12,TARGET_1,-0.04672,0.313814,-0.063212,0.329371,-0.0633395089681394,0.32571711900363987
37.184,TARGET_1,-0.049146,0.314631,-0.067532,0.306235,-0.0676053505740092,0.31074534324428255
37.248,TARGET_1,-0.051572,0.315447,-0.069545,0.318514,-0.0700456931187863,0.3167181740300524
37.312,TARGET_1,-0.053999,0.316264,-0.049427,0.318557,-0.054216859989376795,0.3181400442672632
37.376,TARGET_1,-0.056425,0.31708,-0.037669,0.314957,-0.04099620229132797,0.3156916654064622
37.44,TARGET_1,-0.058851,0.317897,-0.073797,0.313736,-0.06711989550488874,0.31421058881528474
37.504,TARGET_1,-0.061277,0.318713,-0.043146,0.333659,-0.04839257293560051,0.32912060243765007
37.568,TARGET_1,-0.063704,0.31953,-0.075438,0.306943,-0.07003598796764857,0.31218947184701373
37.632,TARGET_1,-0.06613,0.320346,-0.048879,0.336605,-0.053619611246293865,0.33091232857976105
37.696,TARGET_1,-0.068556,0.321163,-0.083594,0.321696,-0.0777227913805176,0.32398055552416805
37.76,TARGET_1,-0.070983,0.321979,-0.088072,0.341694,-0.08690027561927943,0.33773434702334243
37.824,TARGET_1,-0.073409,0.322796,-0.082428,0.331258,-0.0842365023585446,0.33287070725939444
37.888,TARGET_1,-0.075835,0.323612,-0.082208,0.316658,-0.08321291812000328,0.32046287254465744
37.952,TARGET_1,-0.078262,0.324429,-0.066487,0.305056,-0.07015386730648988,0.3086048964055175
38.016,TARGET_1,-0.080688,0.325245,-0.094018,0.337967,-0.08939602908080098,0.33113874037785945
38.08,TARGET_1,-0.083114,0.326062,-0.091174,0.320078,-0.09143339205051818,0.32268602980871797
38.144,TARGET_1,-0.08554,0.326878,-0.095443,0.334729,-0.09525422590816242,0.3319547791949438
38.208,TARGET_1,-0.087967,0.327695,-0.078212,0.337279,-0.08212709267796242,0.3360477480782864
38.272,TARGET_1,-0.090393,0.328511,-0.090609,0.337601,-0.08904246051681701,0.3372683885758602
38.336,TARGET_1,-0.092819,0.329328,-0.096122,0.322991,-0.09499961322879712,0.3263717525257929
38.4,TARGET_1,-0.095246,0.330144,-0.113792,0.312694,-0.11053663066461927,0.3159536933547837
38.464,TARGET_1,-0.097672,0.33096,-0.115679,0.315333,-0.11552588435943514,0.31550761432649266
38.528,TARGET_1,-0.100098,0.331777,-0.102389,0.34048,-0.10581645620722926,0.33476976720799373
38.592,TARGET_1,-0.102525,0.332593,-0.120391,0.315607,-0.11788491997444839,0.32017004856327563
38.656,TARGET_1,-0.104951,0.33341,-0.124886,0.339695,-0.12427631721439457,0.3352618165971676
38.72,TARGET_1,-0.107377,0.334226,-0.091964,0.324711,-0.09899227338936023,0.32709510527427904
38.784,TARGET_1,-0.109804,0.335043,-0.123824,0.336251,-0.11885624611942722,0.3342066135612466
38.848,TARGET_1,-0.11223,0.335859,-0.110772,0.324547,-0.11281713615109568,0.3268175831913614
38.912,TARGET_1,-0.114656,0.336676,-0.133776,0.317137,-0.12988041383916638,0.319504243159394
38.976,TARGET_1,-0.117082,0.337492,-0.131322,0.324419,-0.1317721684426763,0.3233466445840257
39.04,TARGET_1,-0.119509,0.338309,-0.134305,0.349331,-0.1345710319157362,0.34340750269469045
39.104,TARGET_1,-0.121935,0.339125,-0.112726,0.352449,-0.1177197938139748,0.35036871733304387
39.168,TARGET_1,-0.124361,0.339942,-0.137939,0.323697,-0.13383639118914065,0.3300753661140896
39.232,TARGET_1,-0.126788,0.340758,-0.144175,0.351976,-0.14276086732315962,0.34706048448317717
39.296,TARGET_1,-0.129214,0.341575,-0.113139,0.323901,-0.1194792204462578,0.32914387104947085
39.36,TARGET_1,-0.13164,0.342391,-0.125392,0.342966,-0.124085094654772,0.3397434995357592
39.424,TARGET_1,-0.134067,0.343208,-0.142269,0.340311,-0.13873820704382445,0.34030621639332576
39.488,TARGET_1,-0.136493,0.344024,-0.122118,0.328416,-0.12575173346028246,0.33114792804647786
39.552,TARGET_1,-0.138919,0.344841,-0.134561,0.328907,-0.13275758287551964,0.3294743887525862
39.616,TARGET_1,-0.141346,0.345657,-0.156572,0.345768,-0.15220660396731017,0.3421399183701649
39.68,TARGET_1,-0.143772,0.346474,-0.134086,0.335185,-0.13839683906366243,0.33681273572943643
39.744,TARGET_1,-0.146198,0.34729,-0.15292,0.343296,-0.1503465836619358,0.34190561853731616
39.808,TARGET_1,-0.148624,0.348107,-0.142724,0.363062,-0.1449189781713494,0.3582159871140625
39.872,TARGET_1,-0.151051,0.348923,-0.157746,0.361539,-0.15566026421274165,0.36095547111737003
39.936,TARGET_1,-0.153477,0.34974,-0.138129,0.348788,-0.14213490645505583,0.35159364615753586
40.0,TARGET_1,-0.155903,0.350556,-0.155518,0.339681,-0.15288475814689,0.34256790921324437
40.064,TARGET_1,-0.15833,0.351373,-0.166703,0.359844,-0.16448390377446628,0.3559885201435898
40.128,TARGET_1,-0.160756,0.352189,-0.159063,0.346979,-0.1607937924512844,0.3491587003655197
40.192,TARGET_1,-0.163182,0.353005,-0.15156,0.338854,-0.15373563721822767,0.3412522303300313
40.256,TARGET_1,-0.165609,0.353822,-0.175026,0.359155,-0.17109928354590495,0.35512985318153156
40.32,TARGET_1,-0.168035,0.354638,-0.175498,0.352493,-0.17534769122909677,0.3532484421567349
40.384,TARGET_1,-0.170461,0.355455,-0.164346,0.339806,-0.16712928712168013,0.34294300039063164
40.448,TARGET_1,-0.172887,0.356271,-0.158962,0.345387,-0.16083347019497465,0.3448097630073829
40.512,TARGET_1,-0.175314,0.357088,-0.157724,0.346815,-0.15836340380922445,0.34633412534946495
40.576,TARGET_1,-0.17774,0.357904,-0.173025,0.359022,-0.17019290573995124,0.3561222161455594
40.64,TARGET_1,-0.180166,0.358721,-0.166089,0.34375,-0.16721202537172455,0.3466618810934366
40.704,TARGET_1,-0.182593,0.359537,-0.187342,0.375653,-0.18375342510674075,0.36898792474814807
40.768,TARGET_1,-0.185019,0.360354,-0.166069,0.356277,-0.1702164384365917,0.35922650836076864
40.832,TARGET_1,-0.187445,0.36117,-0.173129,0.347204,-0.1726690910063489,0.3500375689954279
40.896,TARGET_1,-0.189872,0.361987,-0.200458,0.373561,-0.19534079314189995,0.36817359959669366
40.96,TARGET_1,-0.192298,0.362803,-0.201127,0.369183,-0.20096630583463482,0.36907266402557737
41.024,TARGET_1,-0.194724,0.36362,-0.193687,0.354671,-0.19602447324780808,0.35802087195618654
41.088,TARGET_1,-0.197151,0.364436,-0.214574,0.359579,-0.21159904222245413,0.359281899598706
41.152,TARGET_1,-0.199577,0.365253,-0.202291,0.379999,-0.20515116613628098,0.3753150184998566
41.216,TARGET_1,-0.202003,0.366069,-0.197166,0.362777,-0.19930814834143804,0.3657180379586579
41.28,TARGET_1,-0.204429,0.366886,-0.220377,0.347644,-0.21652879622625176,0.3519688002305197
41.344,TARGET_1,-0.206856,0.367702,-0.21604,0.358454,-0.2169335935748043,0.35700349646521556
41.408,TARGET_1,-0.209282,0.368519,-0.220096,0.374841,-0.22020779345389155,0.3707896367520154
41.472,TARGET_1,-0.211708,0.369335,-0.21973,0.375498,-0.2205400338899183,0.37450992080038126
41.536,TARGET_1,-0.214135,0.370152,-0.227108,0.384356,-0.22648799059137062,0.382214540513524
41.6,TARGET_1,-0.216561,0.370968,-0.23114,0.390902,-0.23101669316985313,0.389068754802215
41.664,TARGET_1,-0.218987,0.371785,-0.231055,0.355886,-0.23159382034942633,0.3636361759514247
41.728,TARGET_1,-0.221414,0.372601,-0.215513,0.373675,-0.2191794281236642,0.371324899002751
41.792,TARGET_1,-0.22384,0.373418,-0.211023,0.362483,-0.21259491571104305,0.36451416152244837
41.856,TARGET_1,-0.226266,0.374234,-0.223401,0.393755,-0.2212263710176645,0.3869450778107606
41.92,TARGET_1,-0.228693,0.37505,-0.236021,0.391942,-0.23337049853545602,0.3908529012081905
41.984,TARGET_1,-0.231119,0.375867,-0.24863,0.355904,-0.24611671784524683,0.36414314864685327
42.048,TARGET_1,-0.233545,0.376683,-0.240438,0.393219,-0.2423917339668025,0.38652520721798844
42.112,TARGET_1,-0.235971,0.3775,-0.241272,0.358619,-0.24195086093267315,0.36513934361226813
42.176,TARGET_1,-0.238398,0.378316,-0.234519,0.387833,-0.2363899518596142,0.3825465103204518
42.24,TARGET_1,-0.240824,0.379133,-0.235616,0.398045,-0.235978909117735,0.39443358698327863
42.304,TARGET_1,-0.24325,0.379949,-0.229835,0.366272,-0.23106273297378002,0.3728477865903441
42.368,TARGET_1,-0.245677,0.380766,-0.233128,0.376864,-0.23263203040558542,0.3759219748254129
42.432,TARGET_1,-0.248103,0.381582,-0.239748,0.3694,-0.2383192765699697,0.3709486840702938
42.496,TARGET_1,-0.250529,0.382399,-0.240431,0.378222,-0.24019890924492768,0.3765392504192088
42.56,TARGET_1,-0.252956,0.383215,-0.234877,0.394865,-0.23617444688449662,0.3905780304173187
42.624,TARGET_1,-0.255382,0.384032,-0.262265,0.364621,-0.2571816657917405,0.3708072851953572
42.688,TARGET_1,-0.257808,0.384848,-0.253574,0.368502,-0.25496071809102144,0.3690852806048592
42.752,TARGET_1,-0.260234,0.385665,-0.249456,0.381831,-0.25105935135398677,0.3788954284614598
42.816,TARGET_1,-0.262661,0.386481,-0.267391,0.380739,-0.2645412971881176,0.38041750573120564
42.88,TARGET_1,-0.265087,0.387298,-0.281896,0.387793,-0.2792725843769317,0.3862486363596153
42.944,TARGET_1,-0.267513,0.388114,-0.281542,0.38801,-0.2822029122801262,0.38776762695708117
43.008,TARGET_1,-0.26994,0.388931,-0.266494,0.386528,-0.2705387351120405,0.38687816348277465
43.072,TARGET_1,-0.272366,0.389747,-0.270378,0.379149,-0.27080714253263966,0.38099914038676264
43.136,TARGET_1,-0.274792,0.390564,-0.270161,0.387041,-0.2706621156576741,0.3856749608440238
43.2,TARGET_1,-0.277219,0.39138,-0.267859,0.406812,-0.26881493272053497,0.40191417114904443
43.264,TARGET_1,-0.279645,0.392197,-0.28777,0.387234,-0.2842507170674566,0.39081731939785513
43.328,TARGET_1,-0.282071,0.393013,-0.293013,0.403866,-0.2920481206396935,0.4009954821503812
43.392,TARGET_1,-0.284498,0.39383,-0.285122,0.3828,-0.2872054287160921,0.3870718129232772
43.456,TARGET_1,-0.286924,0.394646,-0.270413,0.38481,-0.27412598620082884,0.3853055763381624
43.52,TARGET_1,-0.28935,0.395463,-0.276925,0.40114,-0.27640307766640526,0.3974445357784132
43.584,TARGET_1,-0.291776,0.396279,-0.305642,0.392174,-0.3000273081929146,0.39355818857527464
43.648,TARGET_1,-0.294203,0.397095,-0.279758,0.400264,-0.28454812701173204,0.3987253821830264
43.712,TARGET_1,-0.296629,0.397912,-0.315761,0.387926,-0.30983840166288773,0.39064468534167174
43.776,TARGET_1,-0.299055,0.398728,-0.300034,0.392699,-0.3029033248563132,0.3923025307418207
43.84,TARGET_1,-0.301482,0.399545,-0.29478,0.409878,-0.29701305578230364,0.4058574795236009
43.904,TARGET_1,-0.303908,0.400361,-0.316977,0.394395,-0.3133456018364392,0.39725840085168557
43.968,TARGET_1,-0.306334,0.401178,-0.294129,0.393092,-0.29859518411775443,0.39405577557161603
44.032,TARGET_1,-0.308761,0.401994,-0.300582,0.398632,-0.30035082996181306,0.39759902476016806
44.096,TARGET_1,-0.311187,0.402811,-0.318119,0.416293,-0.3149692913094481,0.4120828626905743
44.16,TARGET_1,-0.313613,0.403627,-0.3046,0.414922,-0.3073389992073716,0.41432607536229704
44.224,TARGET_1,-0.316039,0.404444,-0.334418,0.413262,-0.3294846572410164,0.41377497509218647
44.288,TARGET_1,-0.318466,0.40526,-0.314484,0.412923,-0.3183973989909497,0.4132041006840737
44.352,TARGET_1,-0.320892,0.406077,-0.319518,0.389253,-0.31959287509799145,0.3948761410317297
44.416,TARGET_1,-0.323318,0.406893,-0.330379,0.411339,-0.32868798442781616,0.40760618086498823
44.48,TARGET_1,-0.325745,0.40771,-0.339202,0.4224,-0.33785985840405586,0.41913226289821204
44.544,TARGET_1,-0.328171,0.408526,-0.325072,0.391826,-0.32824487740024083,0.3981505157689047
44.608,TARGET_1,-0.330597,0.409343,-0.344011,0.41011,-0.3412872405296089,0.40742102570541217
44.672,TARGET_1,-0.333024,0.410159,-0.31698,0.397904,-0.3223449765454972,0.40007831774051267
44.736,TARGET_1,-0.33545,0.410976,-0.31972,0.400485,-0.32014760166994627,0.40037172623053924
44.8,TARGET_1,-0.337876,0.411792,-0.318102,0.418856,-0.31842920802218433,0.41450937584103087
44.864,TARGET_1,-0.340303,0.412609,-0.352802,0.428724,-0.34607220514828874,0.425510043322429
44.928,TARGET_1,-0.342729,0.413425,-0.357,0.418641,-0.35571517655687185,0.4203320248693654
44.992,TARGET_1,-0.345155,0.414242,-0.330893,0.41852,-0.3367013835393201,0.418936395661773
45.056,TARGET_1,-0.347581,0.415058,-0.336753,0.429795,-0.3369631351613851,0.4272724190340031
45.12,TARGET_1,-0.350008,0.415875,-0.358269,0.428477,-0.3543370194184487,0.4282711338272441
45.184,TARGET_1,-0.352434,0.416691,-0.367947,0.432342,-0.3660638342639667,0.4314934576270625
45.248,TARGET_1,-0.35486,0.417508,-0.366307,0.403512,-0.36718980300095944,0.4099804533992966
45.312,TARGET_1,-0.357287,0.418324,-0.376623,0.417692,-0.37561151081075794,0.4158882324856231
45.376,TARGET_1,-0.359713,0.41914,-0.358959,0.431265,-0.36312836048700375,0.42775176583582236
45.44,TARGET_1,-0.362139,0.419957,-0.347258,0.437561,-0.3507088418026087,0.4352722511650666
45.504,TARGET_1,-0.364566,0.420773,-0.37322,0.423495,-0.36872541567613926,0.42631299295771996
45.568,TARGET_1,-0.366992,0.42159,-0.360731,0.437862,-0.3628088312411341,0.4351840789740591
45.632,TARGET_1,-0.369418,0.422406,-0.354593,0.4225,-0.3563678125236757,0.42545412535633703
45.696,TARGET_1,-0.371845,0.423223,-0.387292,0.437621,-0.3812974759440706,0.4348794594110123
45.76,TARGET_1,-0.374271,0.424039,-0.387565,0.41251,-0.3870952280472616,0.4177752400048935
45.824,TARGET_1,-0.376697,0.424856,-0.394525,0.41288,-0.393904531760184,0.4140313646506628
45.888,TARGET_1,-0.379123,0.425672,-0.361064,0.436107,-0.3683209036562015,0.4310402370127644
45.952,TARGET_1,-0.38155,0.426489,-0.370324,0.445609,-0.369870655176214,0.4421941121120862
46.016,TARGET_1,-0.383976,0.427305,-0.388944,0.415617,-0.38513928770214895,0.42190973089131695
46.08,TARGET_1,-0.386402,0.428122,-0.380866,0.417596,-0.3821140209316952,0.4186277769988076
46.144,TARGET_1,-0.388829,0.428938,-0.385437,0.43953,-0.38512012325429307,0.434682337439239
46.208,TARGET_1,-0.391255,0.429755,-0.38356,0.449376,-0.3842812260071427,0.44598479404435803
46.272,TARGET_1,-0.393681,0.430571,-0.395634,0.433893,-0.3936738951914161,0.4368131264308681
46.336,TARGET_1,-0.396108,0.431388,-0.395041,0.444118,-0.39533445278484974,0.4424900269819232
46.4,TARGET_1,-0.398534,0.432204,-0.400947,0.418727,-0.40024719728530744,0.4243351306107476
46.464,TARGET_1,-0.40096,0.433021,-0.41412,0.416541,-0.4119156009878475,0.4184369561257482
46.528,TARGET_1,-0.403386,0.433837,-0.39958,0.429427,-0.4027839361983788,0.4269089637272543
46.592,TARGET_1,-0.405813,0.434654,-0.419763,0.446823,-0.41691144945399244,0.4422846997344441
46.656,TARGET_1,-0.408239,0.43547,-0.402001,0.423172,-0.40561821766131495,0.42760987503497205
46.72,TARGET_1,-0.410665,0.436287,-0.40405,0.419491,-0.4045652805490712,0.42139697031415235
46.784,TARGET_1,-0.413092,0.437103,-0.421402,0.450328,-0.418370288523835,0.4436142910769701
46.848,TARGET_1,-0.415518,0.43792,-0.400156,0.427351,-0.4042591689932549,0.43112262955717123
46.912,TARGET_1,-0.417944,0.438736,-0.419179,0.450855,-0.4163558539247731,0.44627079017108706
46.976,TARGET_1,-0.420371,0.439553,-0.425314,0.440373,-0.4240146313061605,0.4417996194726901
47.04,TARGET_1,-0.422797,0.440369,-0.40539,0.435715,-0.409595567566388,0.43711935292301185
47.104,TARGET_1,-0.425223,0.441185,-0.418778,0.439613,-0.41702441169117077,0.43904544707374515
47.168,TARGET_1,-0.42765,0.442002,-0.414234,0.45328,-0.4150635843967942,0.4499560098535663
47.232,TARGET_1,-0.430076,0.442818,-0.414801,0.456104,-0.41503415987878606,0.45467407910870117
47.296,TARGET_1,-0.432502,0.443635,-0.434508,0.46073,-0.4309042502801929,0.45936940844451046
47.36,TARGET_1,-0.434928,0.444451,-0.430602,0.434778,-0.4312621582802835,0.44052667573992943
47.424,TARGET_1,-0.437355,0.445268,-0.455089,0.460468,-0.45101549171851046,0.4558474755868992
47.488,TARGET_1,-0.439781,0.446084,-0.429325,0.443363,-0.4345994565761623,0.4462282822048394
47.552,TARGET_1,-0.442207,0.446901,-0.42539,0.461523,-0.42751691318971125,0.45796065258152846
47.616,TARGET_1,-0.444634,0.447717,-0.438023,0.466289,-0.4360499679483132,0.4643522955309486
47.68,TARGET_1,-0.44706,0.448534,-0.45084,0.465956,-0.4483164557146587,0.46561711958008023
47.744,TARGET_1,-0.449486,0.44935,-0.460615,0.463597,-0.45892353133765956,0.4641129177781739
47.808,TARGET_1,-0.451913,0.450167,-0.463343,0.440265,-0.4633819512045841,0.44576572296326683
47.872,TARGET_1,-0.454339,0.450983,-0.46586,0.454846,-0.46625721875399206,0.4527083049113958
47.936,TARGET_1,-0.456765,0.4518,-0.446753,0.471796,-0.4513264819056754,0.4674173946558617
48.0,TARGET_1,-0.459192,0.452616,-0.450323,0.468018,-0.4506809622757838,0.467884490945489
48.064,TARGET_1,-0.461618,0.453433,-0.457342,0.470142,-0.4561721128487842,0.4696311028420574
48.128,TARGET_1,-0.464044,0.454249,-0.456352,0.473423,-0.45660566522832624,0.4725504413244253
48.192,TARGET_1,-0.46647,0.455066,-0.479269,0.453554,-0.4750981441224053,0.4580584895472476
48.256,TARGET_1,-0.468897,0.455882,-0.46503,0.462604,-0.4677856856296507,0.46156393441148785
48.32,TARGET_1,-0.471323,0.456699,-0.475042,0.46035,-0.47405874424351685,0.46066408286231303
48.384,TARGET_1,-0.473749,0.457515,-0.484162,0.472252,-0.4827858292314292,0.4696008001943348
48.448,TARGET_1,-0.476176,0.458332,-0.470997,0.445314,-0.47398384966456875,0.4509401936487327
48.512,TARGET_1,-0.478602,0.459148,-0.471231,0.473099,-0.472066130041548,0.4679255536039837
48.576,TARGET_1,-0.481028,0.459965,-0.477761,0.44111,-0.4768143810478773,0.4473977715950196
48.64,TARGET_1,-0.483455,0.460781,-0.491374,0.443835,-0.48885230645814687,0.44467430698665933
48.704,TARGET_1,-0.485881,0.461598,-0.485722,0.464678,-0.48697432681794073,0.4600338587532669
48.768,TARGET_1,-0.488307,0.462414,-0.470345,0.470012,-0.4740462458618991,0.46768921143375947
48.832,TARGET_1,-0.490733,0.46323,-0.495495,0.448651,-0.49125725615196153,0.45316735774807687
48.896,TARGET_1,-0.49316,0.464047,-0.502492,0.467943,-0.5008733469082285,0.4645659495969292
48.96,TARGET_1,-0.495586,0.464863,-0.503397,0.477758,-0.5037240433841905,0.4747986467062498
49.024,TARGET_1,-0.498012,0.46568,-0.513715,0.453617,-0.5124385354560855,0.45863549598586056
49.088,TARGET_1,-0.500439,0.466496,-0.481908,0.450221,-0.4886449384672413,0.4521184439932025
49.152,TARGET_1,-0.502865,0.467313,-0.519446,0.476603,-0.5134260763604327,0.47091804572196166
49.216,TARGET_1,-0.505291,0.468129,-0.515149,0.484181,-0.5156094797369377,0.4811488096569805
49.28,TARGET_1,-0.507718,0.468946,-0.517605,0.458955,-0.5178783374150456,0.4641424091369142
49.344,TARGET_1,-0.510144,0.469762,-0.529342,0.469084,-0.5277627915314345,0.4679583180170493
49.408,TARGET_1,-0.51257,0.470579,-0.496582,0.459115,-0.5034561118101585,0.4611395933143295
49.472,TARGET_1,-0.514997,0.471395,-0.498278,0.482098,-0.49916450073392254,0.4771858680636746
49.536,TARGET_1,-0.517423,0.472212,-0.518197,0.480831,-0.5142811185339129,0.47998021709564753
49.6,TARGET_1,-0.519849,0.473028,-0.5238,0.469517,-0.5222709629728993,0.47197000809052486
49.664,TARGET_1,-0.522275,0.473845,-0.515673,0.467045,-0.5174741694911371,0.46819009941873707
49.728,TARGET_1,-0.524702,0.474661,-0.511253,0.473168,-0.5127252595438699,0.4720035459921278
49.792,TARGET_1,-0.522222,0.474024,-0.521697,0.477364,-0.520024952114278,0.47610388300374185
49.856,TARGET_1,-0.519743,0.473388,-0.510157,0.478908,-0.5123600954881649,0.47825292741077235
49.92,TARGET_1,-0.517263,0.472751,-0.506195,0.454859,-0.5073757502695769,0.4603437130870081
49.984,TARGET_1,-0.514784,0.472114,-0.529096,0.461754,-0.5247216188592371,0.461418922623654
50.048,TARGET_1,-0.512304,0.471477,-0.519318,0.454983,-0.520802046733088,0.4564851827319366
50.112,TARGET_1,-0.509825,0.47084,-0.526764,0.478567,-0.5258281961069624,0.4733926929434308
50.176,TARGET_1,-0.507345,0.470203,-0.499576,0.456561,-0.5049967617696522,0.4604926936013206
50.24,TARGET_1,-0.504866,0.469566,-0.517241,0.477364,-0.5144518227625667,0.473417584270994
50.304,TARGET_1,-0.502386,0.46893,-0.491731,0.482154,-0.49608092148583777,0.48013913460424135
50.368,TARGET_1,-0.499907,0.468293,-0.500458,0.448725,-0.4990112494017727,0.456042571752685
50.432,TARGET_1,-0.497427,0.467656,-0.494757,0.461963,-0.49517898902542584,0.460563269860152
50.496,TARGET_1,-0.494948,0.467019,-0.507674,0.482204,-0.5048200419066784,0.4771665449977449
50.56,TARGET_1,-0.492468,0.466382,-0.504809,0.482742,-0.5047663001210049,0.4814368280509601
50.624,TARGET_1,-0.489988,0.465745,-0.481936,0.447725,-0.48634265248763464,0.4556499204503688
50.688,TARGET_1,-0.487509,0.465108,-0.473195,0.461693,-0.47510011840497923,0.46030729459862857
50.752,TARGET_1,-0.485029,0.464472,-0.473555,0.461999,-0.47294964734094236,0.4616407105290229
50.816,TARGET_1,-0.48255,0.463835,-0.499345,0.445381,-0.4934460297915243,0.4491057062631398
50.88,TARGET_1,-0.48007,0.463198,-0.470568,0.459923,-0.4750232852749274,0.45737880524254293
50.944,TARGET_1,-0.477591,0.462561,-0.458773,0.453642,-0.4613176737369422,0.45449208815371506
51.008,TARGET_1,-0.475111,0.461924,-0.464213,0.470989,-0.4627138350278034,0.46719100561738414
51.072,TARGET_1,-0.472632,0.461287,-0.466056,0.468476,-0.4646789450159246,0.46820977893151045
51.136,TARGET_1,-0.470152,0.460651,-0.469394,0.44069,-0.46799255080602375,0.44708556429376745
